"Search Criteria:"

"Initial View: Operator"
"Well Type: Both"
"District: 8A"
"Date Range: Jan 2006 - Jan 2007"

"Operator Name","Operator No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"ABRAXAS PETROLEUM CORPORATION",003125,71073,1049,0,0
"ACE FIELD SERVICES, INC.",003526,0,0,0,0
"ADKINS, R. L. CORP.",007937,2263,0,0,0
"AETHON I LP",008536,57806,11324,0,0
"AGHORN OPERATING, INC.",008716,3514,0,0,0
"AIKMAN OIL CORP.",009105,0,0,0,0
"ALEGRE ENERGY, INC.",011441,2154,0,0,0
"ALEXANDER RESOURCES, INC.",012368,828,0,0,0
"ALLEN, T. P. AND ALLEN, C. W.",014005,0,0,0,0
"ALLIANCE OGO, LP",014157,0,0,0,0
"ALPINE PETROLEUM",015138,10352,0,44276,210
"AMERADA HESS CORPORATION",016980,6543964,6715803,1493594,0
"AMIRMEX INC.",020225,8855,0,0,0
"AMRON OPERATING COMPANY",020510,3372,400,0,0
"AMTEX ENERGY, INC.",020522,7169,0,0,0
"ANADARKO PETROLEUM CORPORATION",020572,970750,121141,0,0
"ANTHONY, BOB G. INC.",026415,0,0,0,0
"AOCO OPERATING, L.P.",026760,189275,14953,0,0
"AOG, INC.",026800,2671,0,0,0
"AP&E CO., INC.",027000,0,0,0,0
"APACHE CORPORATION",027200,7663885,2951476,0,0
"APOLLO ENERGY OPERATING CO, LP",027474,2021,0,0,0
"ARCH PETROLEUM INC.",029270,0,0,0,0
"ARIES OPERATING, LP",030128,16464,13314,0,0
"ARKLAND PRODUCING CO., INC.",030791,1498,780,0,0
"ARMOR PETROLEUM, INC.",031585,330,0,0,0
"AROC (TEXAS) INC.",033049,36429,3993,0,0
"ARRINGTON,DAVID H. OIL & GAS,INC",033148,0,0,0,0
"ASPECT ENERGY, LLC",035453,0,0,0,0
"ASPEN OPERATING COMPANY, L.L.C.",035430,6129,0,6060,0
"ASSOCIATE WATER SYSTEMS, L.L.C.",035499,0,0,0,0
"ATLANTIC OPERATING, INC.",036546,16323,11181,0,0
"AUSTEX PETROLEUM CORP.",037095,0,0,0,0
"AUTRY PRODUCING CO.",037859,1162,0,0,0
"AVRA OIL COMPANY",038723,13675,3937,0,0
"AXIS ENERGY CORPORATION",039136,7,107,1239,11
"AZIMUTH ENERGY, LLC",039661,0,0,0,0
"B & B OPERATING CO, INC.",039802,0,0,0,0
"B & H OPERATING COMPANY",040586,924,0,0,0
"B & L BRINE SALES INC.",040715,0,0,0,0
"B & S SALVAGE",041540,26221,0,0,0
"B & W SOUTHERN PETROLEUM",042159,2977,0,9713,0
"B C & D OIL & GAS CORP.",040136,0,0,0,0
"B.A.R. TREATING SERVICE, INC.",039768,7362,0,0,0
"B.O.F. SERVICES, INC.",041815,0,0,0,0
"B.T. RESOURCES",041844,0,0,0,0
"BANKERS PETROLEUM (US) INC.",048401,0,0,0,0
"BARKER BROWN INVESTMENTS, LLC.",049397,22808,32757,0,0
"BARNETT ENERGY, INC.",051290,14954,0,0,0
"BARRETT BROTHERS OIL & GAS, INC.",053106,7500,0,0,0
"BASA RESOURCES, INC.",053974,0,0,0,0
"BASIC ENERGY SERVICES, L.P.",054313,0,0,0,0
"BASS ENTERPRISES PRODUCTION CO.",054700,780099,452572,0,0
"BAXTER CASING PULLERS, INC.",056529,0,0,0,0
"BAXTER, KELLY H. OIL AND GAS CO.",056536,0,0,0,0
"BC OPERATING, INC.",058893,118011,50889,0,0
"BEACH EXPLORATION, INC.",058915,48608,31718,0,0
"BEASLEY, KENNETH",060210,696,0,0,0
"BEDELL PLUGGING INC.",061602,0,0,0,0
"BEDFORD OIL & GAS, INC.",061600,0,0,0,0
"BEDROCK PETROLEUM",061606,0,0,0,0
"BEE-JAY PETRO, INC.",061747,44110,64346,96334,300
"BENCHMARK PRODUCTION, LLC",064102,14,0,0,0
"BEPCO, L.P.",066722,63254,29172,0,0
"BEST RESOURCES",068286,0,0,0,0
"BETTIS, BOYLE & STOVALL",068360,9859,4509,6533,0
"BETWELL OIL & GAS COMPANY",068405,906,0,0,0
"BEVERS SWD, INC.",068414,988,0,0,0
"BIG AL OIL AND GAS",069153,5079,0,9034,0
"BIG D ENERGY COMPANY",069344,33133,0,0,0
"BIG RUN PRODUCTION COMPANY",070370,0,0,25876,0
"BIG STAR OIL & GAS, LLC",070445,99,114,0,0
"BILL'S WELDING & ROUSTABOUT, INC",070871,0,0,0,0
"BILLS, L. T.",070882,2622,0,0,0
"BLM BLACK GOLD PROPERTIES, LTD.",075774,7646,39,0,0
"BLUE RIDGE RESOURCES, LLC",076782,23745,119,0,0
"BLUE RIVER INC.",076767,12037,0,0,0
"BLUESTAR ENERGY, INC.",076847,41965,0,0,0
"BOBCAT OPERATING",077686,0,0,0,0
"BOF SERVICES, LTD.",078390,0,0,0,0
"BOMAR OIL & GAS, INC.",081550,1045,0,0,0
"BOMMER ENGINEERING CO.",081565,11176,1228,0,0
"BOND OPERATING COMPANY",082200,18182,1707,0,0
"BORDEN COUNTY WASTE DISPOSAL LTD",082979,0,0,0,0
"BOREN, JAMES W.",083075,795,13,0,0
"BOSS SERVICES, L.L.C.",083272,15169,14,0,0
"BOYD & MCWILLIAMS ENERGY GROUP",084545,3835,0,0,0
"BP AMERICA PRODUCTION COMPANY",040798,220586,39510,34907,0
"BRADY, W. PRODUCTION, INC.",088241,4403,1038,0,0
"BRAHANEY DRILLING CO.",088380,53623,7003,0,0
"BRASHEAR, CAROLE JEAN",089568,0,0,0,0
"BRAZOS PETROLEUM, INC.",089939,0,0,0,0
"BRECK OPERATING CORP.",089974,56405,26660,0,0
"BREITBURN OPERATING L.P.",090732,11644,2124,0,0
"BRIDWELL OIL CO.",092480,18645,0,225144,389
"BRIDWELL OIL MANAGEMENT, LLC",092430,6886,0,0,0
"BRIGHAM OIL & GAS, L.P.",092800,103721,39346,0,0
"BRIGHT & CO.",093125,10527,6485,0,0
"BROCK, J.",095367,1399,1122,0,0
"BROOKS, E. B., JR.",097035,22706,3161,0,0
"BROTHERS PRODUCTION COMPANY INC.",097478,22518,2744,0,0
"BROWN, GEO. R PARTNERSHIP,LP,THE",099955,836664,213587,0,0
"BROWN, H.L. OPERATING, L.L.C.",100263,176780,11228,0,0
"BROWNING OIL COMPANY, INC.",103088,1399,2340,0,0
"BRYANT & WHITE OIL CO.",104820,5460,0,0,0
"BRYANT OIL",104600,883,0,0,0
"BRYANT SALT WATER DISPOSAL INC.",104775,0,0,0,0
"BTA OIL PRODUCERS",041860,57238,17221,0,0
"BUCHANAN, BILLY R.",105270,2251,0,0,0
"BUCKEYE ENERGY, INC.",105970,0,0,0,0
"BULLIN, R. E. OPERATING INC.",106531,50897,15414,15538,134
"BURK ROYALTY CO., LTD.",108799,185444,47364,0,0
"BURK-GUNN OIL CO.",108788,159293,20026,0,0
"BURNETT OIL CO., INC.",110016,118625,14168,2604672,20169
BURTCO,111463,1998,0,0,0
"BUSTAMANTE OIL CO",112691,59,0,0,0
"BUTLER, KEVIN O. & ASSOC., INC.",114050,16014,5798,0,0
"BYRD OPERATING COMPANY",118748,70618,3617,0,0
"C & F PETROLEUM, INC.",120089,1211,270,0,0
"C & S OPERATING",121055,8049,3811,16516,241
"C BAR PETROLEUM COMPANY",119930,2065,0,0,0
"C.B.C. OIL & GAS, INC.",119849,0,0,0,0
"CAIN & WHITE",122893,1728,0,0,0
"CAIN OPERATING CORPORATION",122892,2257,0,0,0
"CAL-MON OIL COMPANY",125870,154,0,0,0
"CAMBRIAN MANAGEMENT LTD",126764,283,0,0,0
"CANYON REEF BRINE LLC",130021,1349,0,0,0
"CAPATAZ OPERATING, INC.",130354,6732,0,0,0
"CAPROCK OPERATING, INC.",130482,8881,1128,0,0
"CAPROCK, INC.",130472,17453,10897,0,0
"CARDWELL OIL CORPORATION",130852,10387,0,0,0
"CARLOW CORP.",132340,9086,7184,0,0
"CARRLAND OIL & GAS INC.",135810,813,0,0,0
"CASE OIL",139105,0,0,12268,0
"CATHEY PETROLEUM COMPANY, INC.",139890,0,0,0,0
"CEDAR BEND OIL COMPANY",140608,6934,0,0,0
"CEDAR OIL COMPANY",140599,0,0,0,0
"CENTRAL TEXAS OPERATING, INC.",141255,1547,0,0,0
"CESINGER EXPLORATION SERVICE, IN",142180,881,0,0,0
"CH-SEON INC.",142214,82,0,0,0
"CHALK, OTIS, ESTATE",142290,211,0,0,0
"CHAMBERS OPERATING, INC.",142637,587,0,0,0
"CHAMPLIN EXPLORATION, INC.",143578,25137,4800,0,0
"CHAP OPERATING, INC.",144416,1478,0,0,0
"CHAPARRAL ENERGY, L.L.C.",144535,139401,50902,0,0
"CHESAPEAKE OPERATING, INC.",147715,152380,70472,195360,1066
"CHEVRON MIDCONTINENT, L.P.",147862,1324125,2194173,213054,864
"CHEVRON SERV.CO.DRLG.TECH.CENTER",148112,944,80,0,0
"CHEVRON U. S. A. INC.",148113,8190919,3698704,0,0
"CHI OPERATING, INC.",148123,9866,2000,0,0
