"Search Criteria:"

"Initial View: Operator"
"Well Type: Both"
"District: 7C"
"Date Range: Jan 1996 - Jan 1997"

"Operator Name","Operator No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"1226 PRODUCTIONS, INC.",953609,2704,0,0,0
"1380 PRODUCTION, INC.",953741,644,6,0,0
"3-D OIL & GAS",953631,7856,28792,0,0
"3-M ENERGY CORPORATION",953706,57610,428339,4143,0
"3PGM, LTD.",953617,19,0,0,0
"4D ENERGY CO.",953622,7475,132749,17179,240
"A & B OIL COMPANY",000173,0,0,0,0
"A & R DISPOSAL",000505,0,0,0,0
"A. P. B. PETRO",000635,1002,4945,11653,0
"A.A.F. PRODUCTION CO., INC.",000141,940,10383,0,0
"A.E.N. ENERGY",000204,1496,10504,0,0
"A.E.N. ENERGY, INC.",000190,166,1053,0,0
"A.K.C. OPERATING",000254,517,3062,0,0
"AARON & JETER",000860,1854,12,0,0
"ABEL PRODUCTION COMPANY",001420,18832,12923,3,0
"ABERNATHY EXPLORATION COMPANY",002615,945,170,0,0
"ABRAXAS PETROLEUM CORPORATION",003125,14080,57106,115953,1766
"ABRAXAS PRODUCTION CORPORATION",003140,1454,5520,10183,180
"ACCELL NATURAL GAS COMPANY",003391,4580,2649,100716,283
"ADAMS BRANCH EXPLORATION COMPANY",003975,19893,90026,0,0
"ADAMS FEE PROPERTIES INC.",005400,0,0,0,0
"ADAMS, DORIS J.",004600,0,0,0,0
"ADAMS, S. E.",007480,0,0,0,0
"ADCOCK, DON",007838,18,12,28385,0
"AGROIL, INC.",008735,0,0,19321,0
"AIKMAN OIL CORP.",009105,1619,8841,0,0
"ALARON ENERGY, INC.",010450,172,5964,6352,0
"ALEGRE ENERGY, INC.",011441,3922,17430,0,0
"ALEXANDER - HERRING, INC.",011653,0,0,0,0
"ALEXANDER ENERGY CORPORATION",012190,0,0,0,0
"ALL-SOUTHWEST PETROLEUM, INC.",014998,28,0,7339,0
"ALLEGRO OPERATING, INC.",013555,1160,5447,0,0
"ALLISON EXPLORATION",014571,0,0,0,0
"AMERADA HESS CORPORATION",016980,2836,0,0,0
"AMERICAN CASCADE ENERGY, INC.",017900,1830,26,0,0
"AMERICAN COMETRA, INC.",018008,0,0,1026956,0
"AMERICAN EXPLORATION COMPANY",018023,19067,202986,4414455,23369
"AMERIND OIL COMPANY, LTD.",019756,49340,77406,0,0
"AMOCO PRODUCTION COMPANY",020425,596499,2149935,1035152,8983
"AMOT OPERATING COMPANY",020452,0,0,0,0
"ANADARKO E&P COMPANY LP",020542,0,0,22736,0
"ANADARKO PETROLEUM CORPORATION",020572,741477,3008158,8438,7
"ANDECTOR EXPLORATION COMPANY",020783,2131,11479,0,0
"ANDERRA ENERGY CORPORATION",020793,0,0,0,0
"ANDERSON ENERGY CORPORATION",022435,130,7634,160925,809
"ANDERSON, JAMES K. INC.",022275,26265,114901,54591,45
"ANTELOPE ENERGY COMPANY, LLC",025698,24923,84473,15655,394
"APACHE CORPORATION",027200,37124,166437,1488,0
"APACHE ENERGY RESOURCES CORP.",027213,0,0,0,0
"APEX ROYALTIES, INC.",027457,720,1605,0,0
"ARATEX PRODUCTION COMPANY",028723,23183,140480,8088,0
"ARAXAS EXPLORATION, INC.",028801,0,0,541119,0
"ARBEN OIL, INC.",028802,2286,92,0,0
"ARCADIA OIL & GAS COMPANY, INC.",028721,0,0,0,0
"ARCH PETROLEUM INC.",029270,23652,246246,0,0
"ARCO OIL & GAS CO.",029340,0,0,0,0
"ARCO PERMIAN",029347,290237,1442105,11254237,112770
"AREA PIPE AND EQUIPMENT",029570,11,0,0,0
"ARGENT PETROLEUM CORPORATION",029720,263,4788,0,0
"ARK ENERGY, INC.",030575,0,0,0,0
"ARK-LA-TEX RESOURCES, INC.",030574,0,0,0,0
"ARKLAND PRODUCING CO., INC.",030791,20418,182175,0,0
"ARMOR PETROLEUM, INC.",031585,65744,38932,23221,0
"ARRINGTON,DAVID H. OIL & GAS,INC",033148,0,0,10961,35
"ASA OIL & GAS, INC.",033845,0,0,1095,0
"ASHBY, FREDDIE C.",034197,0,0,7013,0
"ASHBY, JULIAN C. ESTATE OF",034225,0,0,2196,0
ATAPCO,035633,5270,41026,0,0
"ATF PETROLEUM INC.",036045,0,0,0,0
"AUSTRAL OIL COMPANY INCORPORATED",037680,719,2932,0,0
"AXIS ENERGY CORPORATION",039136,4286,102255,0,0
"AXTEL ENERGY, INC.",039461,0,0,2904,85
"AZTEC OIL & GAS COMPANY ""A""",039715,0,0,0,0
"B & B PRODUCERS, INC.",039804,8760,168,0,0
"B & R OPERATING, LLC",041158,6045,13,0,0
"B&B ACEITE, INC",039784,0,0,0,0
"B.P. OIL COMPANY",041827,1678,7970,0,0
"B.R.H. INVESTMENTS, INC.",040857,6521,724,0,0
"BADGER OIL COMPANY",042420,33775,129,0,0
"BAGLEY, ROY",042685,1176,600,0,0
"BAKER OPERATING, INC.",046623,420,14471,0,0
"BALLINGER WEST SWD, INC.",048173,0,0,0,0
"BANKHEAD OPERATING CORP.",048403,3351,13,0,0
"BARBEE, INC.",048943,46,0,0,0
"BARBEE, R.L. OPERATING, INC.",049145,0,0,12197,21
"BARNETT ENERGY, INC.",051290,5814,35120,3531,360
"BASS ENTERPRISES PRODUCTION CO.",054700,129864,270460,9566095,2437
"BAXTER, KELLY H. OIL AND GAS CO.",056536,183,4966,202888,1939
"BAY ROCK OPERATING COMPANY",057860,3493,4348,0,0
"BAYOU BEND PETROLEUM CORPORATION",058852,0,0,256647,0
"BAYTECH, INC.",058873,9965,64669,0,0
"BC OPERATING, INC.",058893,77943,284473,207466,761
"BEACH EXPLORATION, INC.",058915,14021,57948,124227,2188
"BEAN & BEAN INC.",059966,0,0,65280,225
"BEE-JAY PETRO, INC.",061747,0,0,0,0
"BELL, CODY, JR.",062790,2277,3876,0,0
"BELSON OPERATING",063990,0,0,0,0
"BELVAN CORP.",064064,10366,3033,306945,281
"BENSON & SCHOEN OIL CO., INC.",065970,3157,24140,0,0
"BERRY, RICHARD B.",068160,0,0,0,0
"BEST PETROLEUM EXPLORATIONS,INC.",068287,0,0,0,0
"BETTIS, BOYLE & STOVALL",068360,9736,65281,74256,1
"BETWELL OIL & GAS COMPANY",068405,1936,13479,28216,0
"BEX, INC.",068454,1615,5,0,0
"BHP PETROLEUM (AMERICAS) INC.",068610,25230,385791,0,0
"BIG LAKE J J OIL & GAS, INC.",069456,4821,25258,0,0
"BIG RUN PRODUCTION COMPANY",070370,0,0,0,0
"BIG STATE RANCH",070519,0,0,0,0
"BIRD, CHARLES A.",071343,15404,73709,0,0
"BISHOP, D. L.",072480,25786,40645,0,0
"BISHOP, E.J.",072500,150,226,0,0
"BIT WELL SERVICE & CEMENTERS",072538,0,0,0,0
"BITZ, M. J. COMPANY",072556,0,0,0,0
"BJM OIL & GAS CORPORATION",072527,961,26,0,0
"BLACK GOLD WELL SERVICE",072648,20364,143,0,0
