"Search Criteria:"

"Initial View: Operator"
"Well Type: Both"
"District: 7C"
"Date Range: Jan 2017 - Jan 2018"

"Operator Name","Operator No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"3 AMIGOS OIL CO.",953601,0,0,0,0
"3-D OIL & GAS",953631,4173,16581,18809,0
"3-M ENERGY CORPORATION",953706,4002,28306,0,0
"3-T EXPLORATION, INC.",953682,26071,24196,0,0
"3H CONSULTING, LLC",953815,0,0,0,0
"3N OILFIELD SERVICES LLC",953558,0,0,0,0
"7S OIL & GAS, LLC",954992,11356,44779,117838,666
"A&R DISPOSAL OPERATING CO., LLC",000129,0,0,0,0
"ABRAXAS PETROLEUM CORPORATION",003125,4456,29521,25397,173
"ACOCK OPERATING LIMITED",003596,0,0,0,0
"ACTIVA RESOURCES, LLC",003664,0,0,0,0
"ADCOCK, CAROL",007832,1182,0,8263,0
"ADVENTURE OPERATING COMPANY, LLC",008483,102338,152783,0,0
"AEON OPERATING, INC.",000834,0,0,0,0
"ALAMO OPERATING COMPANY, L. C.",010074,0,0,0,0
"ALARON ENERGY, INC.",010450,2444,42257,8015,71
"ALWAYS CONSULTING, INC.",016537,0,0,0,0
"AMISTAD ENERGY SERVICES, LLC",020268,148357,488307,0,0
"ANDERSON ENERGY CORPORATION",022435,0,0,81202,0
"ANDERSON, JAMES K. INC.",022275,983,750,4880,0
"ANTLE OPERATING, INC.",026646,1189,18053,9756,0
"APACHE CORPORATION",027200,8588242,52662078,4686677,29964
"APPROACH OPERATING LLC",028625,1420697,16125882,5273242,123919
"APV MCCAMEY LLC",028617,22528,0,0,0
"AQUA TERRA PERMIAN, LLC",028618,0,0,0,0
"ARBEN OIL, INC.",028802,1024,0,0,0
"ARCH OIL & GAS, LLC",029272,2598,7622,7580,89
"ARENA PRODUCTION COMPANY",029586,0,0,0,0
"ARES ENERGY, LTD.",029655,11408,119644,16821,201
"ARGENT PETROLEUM CORPORATION",029720,0,0,0,0
"ARIES OPERATING, LP",030128,3142,13,0,0
"ARKLAND PRODUCING CO., INC.",030791,8408,37618,0,0
"ARMOR PETROLEUM, INC.",031585,12018,0,11298,0
"ARTIFEX ENERGY INC",033755,264,0,0,0
"ASA OIL & GAS, INC.",033845,0,0,0,0
"ASPEN OPERATING COMPANY, L.L.C.",035430,74020,0,3474,0
"ATF PETROLEUM INC.",036045,0,0,0,0
"ATLANTIC RESOURCES COMPANY, LLC",036555,0,0,0,0
"ATLAS FUEL SUPPLY, LTD.",036582,0,0,0,0
"ATLAS OPERATING LLC",036587,26442,123994,0,0
"ATM ENERGY GROUP, LLC",036608,0,0,0,0
"ATROPOS EXPLORATION COMPANY",036618,13166,136224,37999,935
"AUSTIN PHOENIX OPERATING, LLC",037055,0,0,16497,8
"AVAD OPERATING, LLC",037877,47389,14441,2651,0
"AXIS ENERGY CORPORATION",039136,0,0,0,0
"B & B OIL, INC.",039791,0,0,0,0
"B & G ENERGY CORPORATION",040403,0,0,0,0
"B & M OIL FIELD SERVICES",040780,0,0,0,0
"B-J OIL CO.",040722,0,0,0,0
"B.P. OIL COMPANY",041827,0,0,0,0
"BAGLEY, ROY",042685,0,0,0,0
"BAKER OPERATING, INC.",046623,701,6208,0,0
"BAKER RESOURCES",044365,40,1916,171735,30
"BANKHEAD OPERATING CORP.",048403,428,0,0,0
"BANNER OPERATING, LLC",048537,221521,952625,399610,1620
"BARBEE, R.L. OPERATING, INC.",049145,0,0,3320,12
"BARNETT ENERGY, INC.",051290,1522,20607,0,0
"BARON ENERGY INC.",052969,0,0,0,0
"BARROW-SHAVER RESOURCES CO.",053321,0,2525,33753,137
"BASIC ENERGY SERVICES, L.P.",054313,0,0,0,0
"BAYLOR OPERATING, LLC",058832,8218,20725,1721,0
"BEACH EXPLORATION, INC.",058915,12640,4313,8262,235
"BEAN & BEAN INC.",059966,0,0,15377,133
"BELL, CODY, JR.",062790,105,0,0,0
"BERRY ENERGY COMPANIES",068144,0,0,0,0
"BERRY, RICHARD B.",068160,0,0,0,0
"BETTIS, BOYLE & STOVALL",068360,4242,1792,18514,0
"BETWELL OIL & GAS COMPANY",068405,0,0,17791,0
"BIG D ENERGY COMPANY",069344,21,0,0,0
"BIG LAKE J J OIL & GAS, INC.",069456,0,0,0,0
"BIG RUN PRODUCTION COMPANY",070370,0,0,0,0
"BIG STAR OIL & GAS, LLC",070445,0,0,0,0
"BILLS, L. T.",070882,0,0,0,0
"BIRD E&P LLC",071356,8201,37921,0,0
"BJM OIL & GAS CORPORATION",072527,0,0,0,0
"BKM PRODUCTION",072533,1466,0,0,0
"BLACK GOLD EAGLE, LLC",073578,0,0,0,0
"BLACK GOLD WELL SERVICE",072648,6833,0,0,0
"BLACK RIVER OPERATING, INC.",072714,0,0,0,0
"BLACKBEARD OPERATING, LLC",073056,137,0,0,0
"BLAKE PRODUCTION COMPANY, INC.",074344,806,5807,0,0
"BMD CENTRAL REAGAN LLC",040636,0,0,0,0
"BMD REAGAN LLC",040799,0,0,0,0
"BNN SOUTH TEXAS, LLC",077558,0,0,0,0
"BO-VO OPERATING CO.",077597,0,0,0,0
"BOAZ ENERGY II OPERATING, LLC",078032,142143,192546,90991,1104
"BOB HUGHES OIL COMPANY, LLC",078050,651,112578,117143,38
"BOFIN, LLC",078386,5273,0,0,0
"BOLD OPERATING, LLC",080352,1385586,3644269,0,0
"BOMAR OPERATING CO., LC",081512,0,0,0,0
"BONFIRE OPERATING LLC",082443,5855,0,0,0
"BORDEN, ROLAND INC.",082982,0,0,0,0
"BOWERMAN INVESTMENTS INC.",084076,529,36,3103,0
"BOWERMAN OIL & GAS, INC.",084084,52202,196,5583,0
"BOYD & MCWILLIAMS ENERGY GROUP",084545,593,13237,5753,0
"BRAZOS PETROLEUM, INC.",089939,0,0,0,0
"BRECK OPERATING CORP.",089974,545,1301,3370,6
"BREITBURN OPERATING L.P.",090732,10333,221926,438915,7937
"BRIDWELL OIL CO.",092480,16173,13211,0,0
"BRIGHT OIL COMPANY",093100,0,0,0,0
"BRIGHTRIVER ENERGY CO",093339,2443,1892,0,0
"BRINKERHOFF EXPLORATION, INC.",093398,1560,0,0,0
"BRITNIC OIL & GAS, INC.",093621,0,0,0,0
"BROAD OAK ENERGY II, LLC",094742,2267744,10383961,0,0
"BROADWAY PETROLEUM COMPANY, LLC",094868,0,0,0,0
"BRODY OIL & GAS SERVICES, INC.",096265,30,0,0,0
"BROMAN OIL & GAS LP",096672,7222,1105,0,0
"BROOKS, E. B., JR.",097035,5316,11015,5606,0
"BSP OPERATING, LLC",105005,0,0,0,0
"BTA OIL PRODUCERS, LLC",041867,706662,2472564,65918,178
"BUD OIL, INC.",106343,2782,4483,0,0
"BURGUNDY OIL & GAS, INC.",108650,2133,24337,0,0
"BURK ROYALTY CO., LTD.",108799,187,12315,0,0
"BUSTAMANTE OIL COMPANY",112685,2356,12444,26812,949
"BUSTOS, MARTIN OIL",112687,0,0,0,0
"BVX OPERATING, INC.",117237,6918,129379,26022,160
"BYRD OPERATING COMPANY",118748,13759,152128,36334,0
"BYRNE OIL COMPANY",119795,31,5625,0,0
"C & A ENTERPRISES",119839,0,0,0,0
"C&J ENERGY SERVICES",120531,0,0,0,0
"C. H. LEVENS, INC.",120504,1433,0,0,0
"CALLAN OPERATING COMPANY, LLC",123912,0,0,0,0
"CALLON PETROLEUM OPERATING CO",124828,1966351,7302316,0,0
"CAMBRIAN MANAGEMENT, LTD.",126758,1059,132,63861,256
"CAMEXCO, INC.",127241,0,0,0,0
"CAMINAR OIL & GAS, LLC",127247,5470,0,0,0
"CANAN MOWREY OPERATING, LLC",129008,77202,0,0,0
"CANTRELL CORP.",129800,0,0,0,0
"CAPATAZ OPERATING, INC.",130354,0,0,134346,368
"CAPITAL EXPLORATION, INC.",130383,0,0,0,0
"CAPITOL WELL SERVICING CO., INC.",130432,5806,27954,63740,156
"CAPSTONE NATURAL RES II, LLC",130550,0,0,0,0
"CARAWAY OPERATING CO.",130690,4818,3184,6594,0
"CARDWELL OIL CORPORATION",130852,558,0,0,0
"CARLOW CORP.",132340,2392,7323,0,0
"CATHS OIL & GAS",139931,0,0,0,0
"CAZAR ENERGY INC",140612,18861,15779,15498,54
"CDC SERVICES INC.",120029,0,0,0,0
"CDJ OIL CO.",140598,653,0,0,0
"CEDAR OIL COMPANY",140599,3381,3049,3487,0
"CFO RESOURCES, INC.",120105,0,0,0,0
"CHALLENGER OIL INC",152379,0,0,0,0
"CHARTER PETROLEUM COMPANY",146680,942,7571,0,0
"CHEETAH INVESTMENTS, INC.",147217,0,0,0,0
"CHEVRON MIDCONTINENT, L.P.",147862,18007,79190,840647,14958
"CHEVRON U. S. A. INC.",148113,267202,1630636,2570737,35487
"CHI OPERATING, INC.",148123,0,0,4217,0
"CHIODO CORP.",149434,0,0,0,0
