"Search Criteria:"

"Initial View: Operator"
"Well Type: Both"
"District: 7C"
"Date Range: Jan 2016 - Jan 2017"

"Operator Name","Operator No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"3 AMIGOS OIL CO.",953601,0,0,0,0
"3-D OIL & GAS",953631,3425,15921,24063,0
"3-M ENERGY CORPORATION",953706,35919,346078,0,0
"3H CONSULTING, LLC",953815,0,0,0,0
"3N OILFIELD SERVICES LLC",953558,0,0,0,0
"7S OIL & GAS, LLC",954992,4031,15963,16749,284
"A&R DISPOSAL OPERATING CO., LLC",000129,0,0,0,0
"ABRAXAS PETROLEUM CORPORATION",003125,4567,28805,22673,0
"ACOCK OPERATING LIMITED",003596,0,0,0,0
"ACTIVA RESOURCES, LLC",003664,0,0,0,0
"ADCOCK, CAROL",007832,1286,0,8032,0
"AEON OPERATING, INC.",000834,0,0,0,0
"AGGIETECH OIL, LTD.",008718,1701,188,0,0
"AGNEW, DARRELL W.",008723,0,0,0,0
"ALAMO OPERATING COMPANY, L. C.",010074,0,0,0,0
"ALARON ENERGY, INC.",010450,2706,51131,3620,0
"ALEGRE ENERGY, INC.",011441,2602,0,0,0
"ALWAYS CONSULTING, INC.",016537,0,0,0,0
"AMERICAN ENERGY-PERM BASIN, LLC",017996,2574730,8511578,7062,120
"AMISTAD ENERGY SERVICES, LLC",020268,88366,227276,0,0
"ANADARKO E&P ONSHORE LLC",020528,8075,81324,8185231,3233
"ANDERSON ENERGY CORPORATION",022435,0,0,75378,0
"ANDERSON, JAMES K. INC.",022275,1049,780,5180,0
"ANTLE OPERATING, INC.",026646,1701,27828,9795,0
"APACHE CORPORATION",027200,9380345,57971540,4917156,33259
"APPROACH OPERATING LLC",028625,1632234,16825858,5346646,119594
"APV MCCAMEY LLC",028617,29461,0,0,0
"AQUA TERRA PERMIAN, LLC",028618,0,0,0,0
"ARBEN OIL, INC.",028802,1407,0,0,0
"ARENA PRODUCTION COMPANY",029586,0,0,0,0
"ARES ENERGY, LTD.",029655,10691,112520,18043,261
"ARGENT PETROLEUM CORPORATION",029720,0,0,0,0
"ARIES OPERATING, LP",030128,9285,740,0,0
"ARKLAND PRODUCING CO., INC.",030791,9184,42532,0,0
"ARMOR PETROLEUM, INC.",031585,11330,0,11245,0
"ARTIFEX ENERGY INC",033755,305,0,0,0
"ASA OIL & GAS, INC.",033845,0,0,0,0
"ASPEN OPERATING COMPANY, L.L.C.",035430,74058,0,3236,0
"ATF PETROLEUM INC.",036045,0,0,0,0
"ATLANTIC RESOURCES COMPANY, LLC",036555,0,0,0,0
"ATLAS FUEL SUPPLY, LTD.",036582,0,0,0,0
"ATLAS OPERATING LLC",036587,21741,114129,0,0
"ATM ENERGY GROUP, LLC",036608,0,0,0,0
"ATROPOS EXPLORATION COMPANY",036618,6402,131142,48438,1421
"AUSTIN PHOENIX OPERATING, LLC",037055,0,0,41021,31
"AXIS ENERGY CORPORATION",039136,273,6457,0,0
"B & B OIL, INC.",039791,0,0,0,0
"B & G ENERGY CORPORATION",040403,0,0,0,0
"B & M OIL FIELD SERVICES",040780,0,0,0,0
"B-J OIL CO.",040722,0,0,0,0
"B.P. OIL COMPANY",041827,0,0,0,0
"BAGLEY, ROY",042685,0,0,0,0
"BAKER OPERATING, INC.",046623,929,6652,0,0
"BAKER RESOURCES",044365,33,2843,166599,12
"BANKHEAD OPERATING CORP.",048403,424,0,0,0
"BANNER OPERATING, LLC",048537,268127,1081012,438381,2642
"BARBEE, R.L. OPERATING, INC.",049145,0,0,4792,11
"BARNETT ENERGY, INC.",051290,883,12189,0,0
"BARON ENERGY INC.",052969,0,0,0,0
"BARROW-SHAVER RESOURCES CO.",053321,0,2905,39858,263
"BASIC ENERGY SERVICES, L.P.",054313,0,0,0,0
"BAYLOR OPERATING, LLC",058832,6545,13433,90,0
"BEACH EXPLORATION, INC.",058915,14486,5229,8648,268
"BEAN & BEAN INC.",059966,0,0,18840,82
"BELL, CODY, JR.",062790,0,0,0,0
"BERRY ENERGY COMPANIES",068144,0,0,0,0
"BERRY, RICHARD B.",068160,0,0,0,0
"BETTIS, BOYLE & STOVALL",068360,6411,5341,17452,0
"BETWELL OIL & GAS COMPANY",068405,0,0,17938,0
"BIG D ENERGY COMPANY",069344,21,0,0,0
"BIG LAKE J J OIL & GAS, INC.",069456,0,0,0,0
"BIG RUN PRODUCTION COMPANY",070370,0,0,0,0
"BIG STAR OIL & GAS, LLC",070445,156,7,0,0
"BILLS, L. T.",070882,0,0,0,0
"BIRD E&P LLC",071356,7467,41227,0,0
"BJM OIL & GAS CORPORATION",072527,0,0,0,0
"BKM PRODUCTION",072533,1907,0,0,0
"BLACK GOLD EAGLE, LLC",073578,0,0,0,0
"BLACK GOLD WELL SERVICE",072648,6745,0,0,0
"BLACK MOUNTAIN SWD LP",072747,0,0,0,0
"BLACK RIVER OPERATING, INC.",072714,0,0,0,0
"BLACKBEARD OPERATING, LLC",073056,1997,0,0,0
"BLAKE PRODUCTION COMPANY, INC.",074344,911,5980,0,0
"BLUE RIDGE RESOURCES, LLC",076782,0,0,0,0
"BMD CENTRAL REAGAN LLC",040636,0,0,0,0
"BMD REAGAN LLC",040799,0,0,0,0
"BO-VO OPERATING CO.",077597,0,0,0,0
"BOAZ ENERGY II OPERATING, LLC",078032,113687,179265,156361,499
"BOB HUGHES OIL COMPANY, LLC",078050,416,9704,58591,50
"BOFIN, LLC",078386,7693,0,0,0
"BOLD OPERATING, LLC",080352,438650,1249075,0,0
"BOMAR OPERATING CO., LC",081512,0,0,0,0
"BONFIRE OPERATING LLC",082443,5194,0,0,0
"BOPCO, L.P.",082967,0,0,645293,30
"BORDEN, ROLAND INC.",082982,0,0,0,0
"BOWERMAN INVESTMENTS INC.",084076,797,517,3001,0
"BOWERMAN OIL & GAS, INC.",084084,49464,204,5887,0
"BOYD & MCWILLIAMS ENERGY GROUP",084545,626,13170,7024,0
"BRAZOS PETROLEUM, INC.",089939,0,0,0,0
"BRECK OPERATING CORP.",089974,648,1524,8341,1
"BREITBURN OPERATING L.P.",090732,11475,246612,592774,13727
"BRIDWELL OIL CO.",092480,16199,11510,0,0
"BRIGHT OIL COMPANY",093100,0,0,0,0
"BRINKERHOFF EXPLORATION, INC.",093398,1748,0,0,0
"BRITNIC OIL & GAS, INC.",093621,0,0,0,0
"BROAD OAK ENERGY II, LLC",094742,2108393,6710963,0,0
"BROADWAY PETROLEUM COMPANY, LLC",094868,0,0,0,0
"BRODY OIL & GAS SERVICES, INC.",096265,160,0,0,0
"BRODY OIL COMPANY",096221,42,0,0,0
"BROMAN OIL & GAS LP",096672,8881,580,0,0
