"Search Criteria:"

"Initial View: Operator"
"Well Type: Both"
"District: 08"
"Date Range: Jan 2007 - Jan 2008"

"Operator Name","Operator No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"3 AMIGOS OIL CO.",953601,1397,0,0,0
"3-M ENERGY CORPORATION",953706,4685,7696,0,0
"4-D OIL & GAS",953830,2529,0,0,0
"4-D OIL & GAS MANAGEMENT LLC",953775,18550,33405,0,0
5-POINT-SWD,953739,0,0,0,0
"A & B OIL",000172,7213,65,0,0
"A & G OIL COMPANY, LLC",000103,5934,1907,2806,0
"A.D. CONSULTANT COMPANY",000212,629,0,0,0
"A.O.E. OPERATORS, INC.",000555,9732,15587,0,0
"ABRAXAS PETROLEUM CORPORATION",003125,100612,447069,4986264,11044
"ACME ENERGY SERVICES, INC.",003589,0,0,0,0
"ADDWEST MINERALS, INC.",007861,0,0,0,0
"ADKINS PRODUCTION",007920,526,0,0,0
"AETHON I LP",008536,686168,406619,0,0
"AGGIETECH OIL, LTD.",008718,10701,0,0,0
"AGHORN OPERATING, INC.",008716,402434,431126,10965,0
"ALARON ENERGY, INC.",010450,1088,12583,6916,180
"ALLEDER INC.",013296,23577,14596,0,0
"ALON USA, LP",015098,0,0,0,0
"ALPAR ENERGY, LP",015099,0,0,0,0
"ALTO MINERALS, INC.",015741,14400,16104,6839,0
"AMERICAN COMETRA, INC.",018008,0,0,0,0
"AMERICAWEST TRANSPORT, LLC",019746,0,0,0,0
"AMERICO ENERGY RESOURCES, LLC",019752,228094,13226,0,0
"AMPAK OIL COMPANY",020463,1612,26,0,0
"AMTEX ENERGY, INC.",020522,9537,30544,9152,3288
"ANADARKO E&P COMPANY LP",020542,0,0,0,0
"ANADARKO PETROLEUM CORPORATION",020572,450560,1240972,76042605,129094
"ANDECTOR EXPLORATION COMPANY",020783,16697,109665,0,0
"ANDREWS-BUTANE ROUTE DISPOSAL",024300,0,0,0,0
"ANTELOPE ENERGY COMPANY, LLC",025698,7840,24978,0,0
"APACHE CORPORATION",027200,5225276,12379504,3155064,19704
"ARCH PETROLEUM INC.",029270,0,0,0,0
"ARENA PRODUCTION COMPANY",029586,10553,54927,45044,1942
"ARGOS MINERALS, INC.",029934,0,0,0,0
"ARGUS DRILLING, LLC",029975,0,0,0,0
"ARIES OPERATING, LP",030128,81248,57076,11687,502
"ARKLAND PRODUCING CO., INC.",030791,17728,92456,860,0
"ARMOR PETROLEUM, INC.",031585,34082,67432,0,0
"AROC (TEXAS) INC.",033049,48410,99407,49858,427
"ARRINGTON,DAVID H. OIL & GAS,INC",033148,20698,0,132233,398
"ARROYO OIL CO.",033626,0,0,0,0
"ASCENT OPERATING, LP",033905,0,0,0,0
"ASHBROOK OIL CO.",034150,3857,0,0,0
"ASPEN OPERATING COMPANY, L.L.C.",035430,373,155,0,0
"ASSOCIATED OPERATING & EXPLOR.",035575,0,0,0,0
"ATLANTIC OPERATING, INC.",036546,269514,286630,0,0
"ATLANTIC RICHFIELD COMPANY",036561,0,0,0,0
"ATLAS ENERGY CORPORATION (DEL.)",036574,0,0,0,0
"ATROPOS EXPLORATION COMPANY",036618,10348,77536,0,0
"ATROPOS PRODUCTION CORPORATION",036617,14461,349421,793340,3230
"AUSTEX PETROLEUM CORP.",037095,0,0,0,0
"AUTOMATED OIL PRODUCTION, INC.",037750,0,0,0,0
"AVRA OIL COMPANY",038723,30257,81899,0,0
"AXIS ENERGY CORPORATION",039136,656,7605,0,0
"B & B ENERGY",039763,112,0,0,0
"B & B ENERGY (I)",039783,0,0,0,0
"B & B OPERATING COMPANY",039801,60,0,0,0
"B & R OIL, INC.",041156,5597,26504,2570,0
"B & W SOUTHERN PETROLEUM",042159,829,0,10402,0
"B M ENERGY, INC.",040792,0,0,33418,2
"B&S OIL COMPANY",040132,4320,0,0,0
"B-B PRODUCTION",040138,0,0,0,0
"B. B. & C.",039890,594,0,0,0
"B. W. P., INC.",042180,1148,0,0,0
"B.T. RESOURCES",041844,0,0,0,0
"BAKER ATLAS",044343,0,0,0,0
"BAKER OPERATING, INC.",046623,64645,62828,23586,0
"BALD EAGLE OPERATING INC.",047200,3230,9710,26445,1118
"BANAM CORPORATION",048175,2457,15412,0,0
"BANKS, R. C.",048500,19021,12746,0,0
"BARKER BROWN INVESTMENTS, LLC.",049397,52738,0,0,0
"BARNETT ENERGY, INC.",051290,671,5610,0,0
"BARNHART CO.",052210,0,0,66640,371
"BASIC ENERGY SERVICES, L.P.",054313,0,0,0,0
"BASIN WELL SERVICE OF ODESSA,INC",054618,7865,10538,148343,0
"BAXTER, D. B. INC.",056550,8168,2443,0,0
"BAXTER, KELLY H. OIL AND GAS CO.",056536,3501,0,0,0
"BC OPERATING, INC.",058893,250293,172237,34453,51
"BEACH EXPLORATION, INC.",058915,29275,50334,27734,378
"BEACH OIL & GAS, INC.",058921,5174,5146,2797,0
"BEAVER & CHAPMAN ENERGY CO",060760,0,0,3346,0
"BEBCO PARTS INDUSTRIES, INC.",061035,0,0,0,0
"BELL ENERGY",062775,2841,8347,0,0
"BELL, CODY, JR.",062790,2056,0,0,0
"BENNETT EXPLORATION & PROD. CO.",065294,0,0,0,0
"BENNETT, R. C., COMPANY",065324,1322,77505,76697,452
"BEPCO, L.P.",066722,972888,4250776,5428058,10671
"BEREN CORPORATION",066750,3231,8944,0,0
"BERRY ENERGY COMPANIES",068144,260,0,0,0
"BESTO OIL & GAS, INC.",068301,97,0,0,0
"BETTIS, BOYLE & STOVALL",068360,63773,196299,0,0
"BFP BLACK CANYON, LLC",068492,4666,280313,194043,4213
"BIG ""6"" DRILLING COMPANY",069160,25235,15961,0,0
"BIG D ENERGY COMPANY",069344,13051,0,138019,5
"BIG LAKE J J OIL & GAS, INC.",069456,1655,2925,0,0
"BIG STAR OIL & GAS, LLC",070445,32864,91798,6681,9
"BISHOP, D. L.",072480,7568,1999,0,0
"BIT WELL SERVICE & CEMENTERS",072538,0,0,0,0
"BLACK RIVER OPERATING, INC.",072714,0,0,0,0
"BLACKMUN FAMILY PARTNERS, L.P.",073230,1450,57805,15491,106
"BLACKWELDER OIL",073331,8832,0,0,0
"BLAIR EXPLORATION, INC.",074004,0,0,0,0
"BLAIR, R. W.",074175,2132,7168,0,0
"BLAKE PRODUCTION COMPANY, INC.",074344,0,0,46943,390
"BLUCO PRODUCTION CO., INC.",076395,26250,435,0,0
"BLUE RIDGE RESOURCES, LLC",076782,228,11,0,0
"BLUE RIVER INC.",076767,502,0,0,0
"BLUE STAR OPERATING COMPANY",076772,2266,4636,101473,3260
"BLUEGRASS ENERGY, INC.",076848,1311,0,50983,134
"BMB OIL PRODUCERS",040654,2968,0,0,0
"BOBCAT OPERATING",077686,0,0,0,0
"BOLGER OPERATING CO.",080388,30666,0,0,0
"BOLTE, ROBERSON & KOENIG",081428,427,0,0,0
"BOSS SERVICES, L.L.C.",083272,2442,0,0,0
"BOYD & MCWILLIAMS ENERGY GROUP",084545,171902,242593,0,0
"BOYD, D. K. OIL AND GAS CO.,INC.",084596,0,0,775626,0
"BOYLES, L. S.",085311,8,8,0,0
"BP AMERICA PRODUCTION COMPANY",040798,1475087,32532744,5020591,22704
"BP PROD. CORP.",085370,0,0,0,0
"BRADY, W. PRODUCTION, INC.",088241,0,0,39198,0
"BRAHANEY DRILLING CO.",088380,5289,7030,0,0
"BRAMMER ENGINEERING, INC.",088595,3,0,0,0
"BRAZOS PETROLEUM, INC.",089939,0,0,0,0
"BRECK OPERATING CORP.",089974,38893,130553,108605,186
"BRIDWELL OIL CO.",092480,31568,37589,0,0
"BRIGHAM OIL & GAS, L.P.",092800,19738,61521,15741,1641
"BRIGHT & CO.",093125,171678,235240,311762,2272
"BRITANCO, L.L.C.",093620,0,0,9624,520
"BROCK, J.",095367,6862,4029,28517,0
"BROTHERTON PRODUCTION CO.",097484,0,0,0,0
"BROWN, H.L. OPERATING, L.L.C.",100263,4878,10883,58306,0
"BROWN, L.Z. RESIDUARY TRUST",100877,0,0,6753,0
"BROWN, OLIVER OIL",101454,0,0,0,0
"BROWNING OIL COMPANY, INC.",103088,81473,207691,571420,17470
"BTA OIL PRODUCERS",041860,322307,563462,2532815,11241
"BUCHANAN, BILLY R.",105270,0,0,0,0
"BUGINGTON ENERGY, LLC",106412,8625,3,6569,0
"BULLDOG OPERATING COMPANY",106508,0,0,589165,3
"BURGUNDY OIL & GAS, INC.",108650,13295,30233,0,0
"BURLESON, LEWIS B. INC.",109295,186614,599317,117023,0
"BURLINGTON RES O & G CO-MIDLAND",109336,2086831,7238418,5857492,44390
"BURLINGTON RESOURCES O & G CO LP",109333,0,0,109574,0
"BURNETT OIL CO., INC.",110016,33546,139152,137917,3062
"BURNS, GENE OIL & GAS",110660,20082,28990,0,0
"BUSTAMANTE OIL COMPANY",112685,1659,8138,1089,0
"BUTLER, KEVIN O.",114040,0,0,0,0
"BUTLER, KEVIN O. & ASSOC., INC.",114050,3352,0,60,0
"BYLER DRILLING COMPANY",118700,0,0,0,0
"BYRD OPERATING COMPANY",118748,21656,67604,0,0
"BYRNE OIL COMPANY",119795,322,552,0,0
"C & F PETROLEUM, INC.",120089,43108,76438,0,0
"C & N ENTERPRISES",120707,0,0,9612,0
"C & N OIL CO",120738,944,0,0,0
"C & S OIL COMPANY",121040,2781,12,0,0
"C & S OPERATING",121055,1606,0,0,0
"C OIL CO.",120736,708,0,0,0
"C ROSE OIL CO.",120791,6019,540,0,0
"C.E. HOLDINGS, LLC",120086,551,0,0,0
"CABAL ENERGY CORPORATION",121218,2000,0,0,0
"CAIN OPERATING CORPORATION",122892,0,0,0,0
"CAMBRIAN MANAGEMENT LTD",126764,144590,208672,34775,520
"CAMBRIAN MANAGEMENT, LTD.",126758,54560,55598,30886,934
"CAMPANA PETROLEUM COMPANY",127700,1259,62130,0,0
"CAMTERRA RESOURCES, INC.",129004,0,0,87161,1768
"CANDELERO OIL & GAS COMPANY",129009,0,0,0,0
"CAPATAZ OPERATING, INC.",130354,3886,857,72922,0
"CAPITAN ENERGY, INCORPORATED",130061,175,133,850944,33
"CAPROCK EXPLORATION, INC.",130464,11853,21299,0,0
"CAPROCK OPERATING, INC.",130482,6404,5839,0,0
"CARDWELL OIL CORPORATION",130852,3870,3891,0,0
"CARLOW CORP.",132340,26327,381276,274415,1644
"CARRLAND OIL & GAS INC.",135810,10279,43708,0,0
"CARROLL M. THOMAS PROP. II LP",135852,2483,0,0,0
"CARRUTH, CHRIS",135963,2348,2887,29930,0
"CASHION, LYLE, COMPANY",139575,5427,0,0,0
"CASTLE GAP TRADER",139648,111,13,0,0
"CATOCON, INC.",139999,1197,0,0,0
"CATOILAN CORPORATION",140090,0,0,0,0
"CDK OIL CO.",140605,0,0,0,0
"CENTERFIRE RESOURCES",141044,0,0,0,0
"CENTURION GAS CORPORATION",141515,658,334,36351,0
"CH-SEON INC.",142214,0,0,8015,0
"CHAMBERS, R. H. LLC",143549,1686,0,0,0
"CHAMPLIN EXPLORATION, INC.",143578,1610,13799,0,0
