"Search Criteria:"

"Initial View: Operator"
"Well Type: Both"
"District: 08"
"Date Range: Jan 2008 - Jan 2009"

"Operator Name","Operator No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"BRIGHT & CO.",093125,133072,186730,234134,1994
"BRITANCO, L.L.C.",093620,0,0,8035,573
"BROCK, J.",095367,3076,2581,21636,0
"BROTHERTON PRODUCTION CO.",097484,0,0,0,0
"BROWN, H.L. OPERATING, L.L.C.",100263,4532,6880,56920,5
"BROWN, L.Z. RESIDUARY TRUST",100877,0,0,5578,0
"BROWN, OLIVER OIL",101454,1624,152,375,0
"BROWNING OIL COMPANY, INC.",103088,133545,268302,162620,11629
"BTA OIL PRODUCERS",041860,24892,40307,200218,960
"BTA OIL PRODUCERS, LLC",041867,284970,495042,2181695,9667
"BUCHANAN, BILLY R.",105270,0,0,0,0
"BUGINGTON ENERGY, LLC",106412,11432,2462,5559,0
"BULLDOG OPERATING COMPANY",106508,0,0,30840,0
"BURGUNDY OIL & GAS, INC.",108650,13170,27031,0,0
"BURLESON, LEWIS B. INC.",109295,188757,521750,100597,0
"BURLINGTON RES O & G CO-MIDLAND",109336,1943638,6869074,5483752,46060
"BURLINGTON RESOURCES O & G CO LP",109333,0,0,21040,0
"BURNETT OIL CO., INC.",110016,37009,172218,139052,4811
"BURNS, GENE OIL & GAS",110660,20815,29039,4646,0
"BUSTAMANTE OIL COMPANY",112685,1595,8210,1122,0
"BUTLER, KEVIN O.",114040,0,0,0,0
"BUTLER, KEVIN O. & ASSOC., INC.",114050,2828,0,0,0
"BYLER DRILLING COMPANY",118700,0,0,0,0
"BYRD OPERATING COMPANY",118748,22434,58269,0,0
"C & F PETROLEUM, INC.",120089,39255,62090,0,0
"C & N ENTERPRISES",120707,0,0,3933,0
"C & N OIL CO",120738,592,0,0,0
"C & S OIL COMPANY",121040,2969,0,0,0
"C & S OPERATING",121055,1732,0,0,0
"C OIL CO.",120736,696,0,0,0
"C ROSE OIL CO.",120791,6060,1017,0,0
"C.E. HOLDINGS, LLC",120086,0,0,0,0
"CABAL ENERGY CORPORATION",121218,1289,0,0,0
"CADENCE ENERGY PARTNERS, LLC",122566,2693,5026,0,0
"CAMBRIAN MANAGEMENT, LTD.",126758,153006,187424,85674,1918
"CAMPANA PETROLEUM COMPANY",127700,1122,59413,4659,5
"CAMTERRA RESOURCES, INC.",129004,0,0,78593,1548
"CANDELERO OIL & GAS COMPANY",129009,0,0,0,0
"CAPALI ENERGY LLC",130345,0,0,3235,0
"CAPATAZ OPERATING, INC.",130354,5194,2986,69564,137
"CAPITAN ENERGY, INCORPORATED",130061,4718,7312,1187097,16
"CAPROCK EXPLORATION, INC.",130464,14090,20626,0,0
"CARDWELL OIL CORPORATION",130852,3667,1832,0,0
"CARLOW CORP.",132340,7050,284270,208707,1217
"CARRLAND OIL & GAS INC.",135810,12855,49332,0,0
"CARROLL M. THOMAS PROP. II LP",135852,1501,0,0,0
"CARRUTH, CHRIS",135963,2598,2938,27569,0
"CASHION, LYLE, COMPANY",139575,2382,0,0,0
"CASTLE GAP TRADER",139648,425,13,0,0
"CATOCON, INC.",139999,543,0,0,0
"CATOILAN CORPORATION",140090,0,0,0,0
"CDK OIL CO.",140605,0,0,0,0
"CELERO ENERGY II, LP",140904,6269,2391,0,0
"CENTERFIRE RESOURCES",141044,0,0,0,0
"CENTURION GAS CORPORATION",141515,288,228,35763,0
"CH-SEON INC.",142214,0,0,8397,0
"CHAMBERS, R. H. LLC",143549,1960,0,0,0
"CHAMPLIN EXPLORATION, INC.",143578,1786,13818,0,0
"CHANCE PROPERTIES CO.",144184,0,0,0,0
"CHANEY OIL COMPANY",144386,2787,0,0,0
"CHAPARRAL ENERGY, L.L.C.",144535,334365,540309,4003209,1964
"CHAPARRAL NATURAL RESOURCES,INC.",144572,0,0,0,0
"CHESAPEAKE OPERATING, INC.",147715,1543008,3464131,53796334,34696
"CHEVRON KEYSTONE GAS STORAGE,LLC",147868,0,0,0,0
"CHEVRON MIDCONTINENT, L.P.",147862,3015636,4537869,11481148,14300
"CHEVRON PIPE LINE COMPANY",148100,0,0,0,0
"CHEVRON U. S. A. INC.",148113,5922059,6185065,30660813,76954
"CHI OPERATING, INC.",148123,5558,17418,0,0
"CHISOS OPERATING, INC.",149441,10346,14443,1546029,1440
"CIMAREX ENERGY CO.",153438,445166,525970,4614251,760
"CIMAREX ENERGY CO. OF COLORADO",153429,3464859,5298171,1655949,4504
"CIRCLE H OIL COMPANY",153656,9736,0,0,0
"CIRCLE W OPERATING, INC.",154040,0,0,0,0
"CITATION OIL & GAS CORP.",154235,1031466,1564526,103826,1264
"CJ ENERGY, LLC",120559,0,0,0,0
"CLARK OIL CO.",157689,3811,0,0,0
"CLARK, JOHN M., INC.",157283,6861,50599,95466,48
"CLARON CORPORATION",158276,0,0,0,0
"CLAUDE-MAGGIE CO.",158295,2203,0,0,0
"CLEAR WATER INC.",159643,49327,198297,0,0
"CLIDE OIL CORPORATION",160566,1000,8,0,0
"CML EXPLORATION, LLC",120648,159656,189885,40153,0
"COASTAL MANAGEMENT CORPORATION",161619,0,0,0,0
"COASTAL NEW MEXICO MGMT LLC",161636,543,2773,0,0
"COBRA OIL & GAS CORPORATION",163000,681095,675519,0,0
"COCHISE ENERGY INC.",163079,0,0,0,0
"COCKERHAM, JERRY",163940,0,0,0,0
"CODY ENERGY LLC",164455,128039,367258,0,0
"COG OPERATING LLC",166150,674679,669761,343339,325
"COMPOSTELLA OIL COMPANY",169784,0,0,0,0
"CONCHO OILFIELD SERV & OPER CO.",170164,7347,0,0,0
"CONDOR OPERATING CO.",170450,43957,94208,13239,0
"CONE & PETREE OIL & GAS EXP. INC",170765,1668,13,0,0
"CONOCOPHILLIPS COMPANY",172232,3470756,15678794,9360747,12007
"CONOCOPHILLIPS PIPE LINE COMPANY",172240,0,0,0,0
"COOK, KENNETH D. OPERATOR",174336,1103,0,0,0
"CORE E & P CORP.",178381,0,0,0,0
"CORKRAN ENERGY, LP",178457,3107,17847,0,0
"CORLENA OIL COMPANY",178450,0,0,0,303
"CORMAN, JACK",178650,1208,0,0,0
"CORONA EXPLORATION, INC.",179330,437,0,0,0
"CORVETTE OIL CORPORATION",180200,2,9,0,0
"COSTILLA ENERGY, INC.",180543,0,0,0,0
"COVE PETROLEUM CORPORATION",182787,15944,19007,0,0
"COWBOYS RESOURCES CORP.",182937,1834,0,0,0
"COX & COX PRODUCTION CO.",183232,0,0,0,0
"COX, MARTIN REGAN",185995,6194,6315,0,0
"COYOTE OIL & GAS, INC.",186310,0,0,0,0
"CRAFT & CRAFT OIL COMPANY",186364,303,0,0,0
"CRAVEY, W. H.",186710,554,13,0,0
"CREGO EXPLORATION",188584,2531,0,0,0
"CRESTRIDGE DRLG. & PROD.CO.,LLC",189906,10645,20196,0,0
"CRONE OIL COMPANY",190235,952,21,0,0
"CROSSROADS EQUIPMENT",190687,0,0,0,0
"CROWNQUEST OPERATING, LLC",191554,800887,845246,0,0
"CRUSADER ENERGY GROUP INC.",191624,0,0,179753,1
"CRYSTAL RIVER OIL & GAS LLC",191683,3739,6381,6598,0
"CS SOLUTIONS",191760,0,0,0,0
"CST ENERGY",191811,645,2210,0,0
"CUATRO OIL AND GAS CORPORATION",191905,0,0,0,0
"CUERVO, INC.",192030,16722,19120,14014,5
CWOC,195818,5856,0,0,0
"D AND B OIL",196224,9752,0,0,0
"D G D OIL CO.",196170,0,0,0,0
"D.B. OIL COMPANY",196118,0,0,0,0
"DABB ENERGY COMPANY",196902,13414,123341,61198,0
"DACOTT OIL & GAS, LLC",196961,23969,231212,0,0
"DAKOTA RESOURCES, INC. (I)",197416,32289,39563,82100,0
"DAKOTAH CHEYENNE OIL CO.",197998,0,0,0,0
"DALLAS PRODUCTION, INC.",197690,0,0,0,0
"DAN-MAR WELL SERVICING, INC.",198204,0,0,98,0
"DANIEL OIL & GAS",198570,3071,0,0,0
"DARK HORSE EXPLORATION INC.",200551,0,0,0,0
"DARO PRODUCTION",200828,2020,1884,0,0
"DDS OIL COMPANY",208540,0,0,0,0
"DE COMPIEGNE PROP. CO. 20, THE",211296,1108,0,0,0
"DEAN ENERGY, INC.",208872,13214,5827,0,0
"DESERT DISPOSAL SYSTEMS, INC.",216533,0,0,0,0
"DESERT WELLS CORPORATION",216552,0,0,0,0
"DEVON ENERGY PRODUCTION CO, L.P.",216378,1831292,7108487,5008502,18209
"DEVON LOUISIANA CORPORATION",216731,0,0,0,0
"DEWEY PETROLEUM",216733,4933,2841,0,0
"DIAMOND G PRODUCTION",216869,0,0,0,0
"DIAMOND M OIL CO., INC.",216899,0,0,0,0
"DIAMOND S ENERGY COMPANY",217005,3471,0,0,0
"DILER DEVELOPMENT INC.",218871,2818,3781,0,0
"DINERO OPERATING COMPANY",220711,16204,25054,179126,368
"DISCOVERY OPERATING, INC.",220865,321975,558075,154496,2285
"DIVERSIFIED O&G PROD. CO., INC.",220889,0,0,0,0
"DORR, JOHN R.",224475,449,5138,0,0
"DOS CICADAS",224644,0,0,0,0
"DOUBLE D OIL",224806,0,0,0,0
"DOUBLE EAGLE PETROLEUM CORP",224852,0,0,0,0
"DRACO ENERGY, INC.",227845,10484,103959,0,0
"DREHER, GEORGE R.",228060,2959,7515,0,0
"DRH PROPERTIES LLC",228160,7340,13052,0,0
"DSR OIL & GAS, INC.",196901,8483,13640,3134,0
"DUNCAN DRILLING CO.",232050,6151,65,0,0
"DURANGO RESOURCES CORP.",235945,0,0,0,0
"DURHAM, INC.",236330,15291,0,0,0
"DYAD PETROLEUM COMPANY",237520,40975,227903,0,0
"E & M TECH",238070,0,0,0,0
"E R OPERATING COMPANY",238075,0,0,0,0
"E. & M. TECH INC.",238065,0,0,0,0
"E.G.L. RESOURCES, INC.",238522,157005,344232,179625,698
"EADO PRODUCTION, INC.",238528,14196,30635,0,0
"EAGLE ENERGY CORPORATION",238359,0,0,0,0
"EAGLE OIL & GAS CO.",238634,83023,227867,33030,0
"EAGLE ROCK OPERATING COMPANY,LLC",238710,145660,551845,545091,35
"EARNEST PRODUCING CORPORATION",238708,9172,8161,136099,21
"EASTLAND OIL COMPANY, THE",239725,1702,195,0,0
"EDMAR COMPANY, L.L.C.",243289,24519,43000,30730,3
"EL JEFE OIL & GAS",250185,3570,0,0,0
"ELEMENT PETROLEUM OPERATING, LLC",247680,0,0,0,0
"ELITA, INC.",247723,0,0,811,0
"ELLIOTT, B. J.",247840,0,0,0,0
"ELLIOTT, B.J. COMPANY",247841,0,0,0,0
"ELLIOTT, O. G. CORPORATION",247890,0,0,0,0
"ELLISON LEASE OPERATING",249390,1354,0,0,0
"EMERALD PRODUCTION CORP.",251156,0,0,0,0
"EMINENT ENERGY RESOURCES, INC.",251143,0,0,0,0
"EMINENT OIL & GAS, INC.",251145,0,0,0,0
"EMPIRE OIL & GAS CO.",251440,164,319,0,0
"ENCANA OIL & GAS(USA) INC.",251691,0,0,32419,126
"ENCORE ENERGY PARTNERS OPER LLC",251855,230617,127264,0,0
"ENCORE OPERATING, L.P.",251727,982191,658420,3055660,41417
"ENDEAVOR ENERGY RESOURCES L.P.",251726,5529857,11098599,3318021,6034
"ENERGEN RESOURCES CORPORATION",252002,3468825,1311433,475634,2899
"ENERGY EQUITY COMPANY",252009,0,0,208,2
"ENERVEST OPERATING, L.L.C.",252131,0,0,4557,0
"ENGROUP RESOURCES, L.P.",252756,0,0,0,0
"ENSTOR WAHA STORAGE & TRANS LP",253364,0,0,0,0
"ENTERPRISE PRODUCTS OPERATINGLLC",253368,0,0,0,0
"EO RESOURCES, LLC",253363,0,0,0,0
"EOG RESOURCES, INC.",253162,436766,859054,3187052,8757
"EREBUS ENERGY HOLDINGS LLC",253369,1006,0,0,0
"ERIC OIL COMPANY",253352,0,0,0,0
"ERIN OIL CO.",253366,0,0,0,0
"ETL HYDROCARBONS, INC.",255101,7792,0,0,0
"EUREKA PROSPECTING COMPANY",255347,58829,259671,0,0
"EWT OPERATING COMPANY",256780,0,0,0,0
"EXCEL ENERGY CO.",256873,22155,0,0,0
"EXCHANGE AVENUE PRODUCTION CO.",256917,0,0,38071,1659
"EXL PETROLEUM, LP",256791,612479,678230,0,0
"EXPERT LUB/PUMP UNIT REPAIR SERV",257025,1546,0,0,0
"EXPRO ENGINEERING, INC.",257082,3518,0,0,0
"EXXON MOBIL CORPORATION",257128,4423040,5450510,17266511,15399
"FASKEN OIL AND RANCH, LTD.",263696,919135,703598,192007,818
"FENNO, TOM PROD.",265665,1685,0,0,0
"FINALY RESOURCES LLC",268323,0,0,0,0
"FINLEY RESOURCES, INC.",268602,207190,328976,1814757,1595
"FIRST PERMIAN, L.L.C.",269010,0,0,0,0
"FISHER OIL CO.",270500,9240,4128,0,0
"FISK PETROLEUM CORPORATION",270720,0,0,0,0
"FLINT HILLS RESOURCES, LP",273885,0,0,0,0
"FLOYD, TIMBER INC.",274426,3642,2375,0,0
"FLYING ""7"" OIL CO.",274913,0,0,0,0
"FORAY OIL & GAS, L.L.C.",275671,2277,0,0,0
"FOREST OIL CORPORATION",275740,1089085,2383346,10726789,15338
"FOREST OIL PERMIAN CORPORATION",275741,272709,281522,2171,0
"FORSAN OIL COMPANY",277475,21577,70,0,0
"FORTE ENERGY CORPORATION",277919,5811,0,0,0
"FORTSON OIL COMPANY",278563,181359,215252,0,0
"FORTUNE RESOURCES LLC",278755,20,376,28749,62
"FOSSIL ROCK RESOURCES, INC.",278843,59781,53700,0,0
"FOUR C OIL & GAS CORP.",280588,64799,219913,232264,7568
"FOUR STAR OIL AND GAS COMPANY",280606,757,31849,7093808,305
"FREEDOM ENERGY, LTD.",285089,3919,56231,280774,0
"FREEMAN OIL CO",285120,698,0,0,0
"FREESTONE RESOURCES, INC",285300,4,0,0,0
"FRISCO ENERGY, L.L.C.",286721,11648,16131,0,0
"FULFER OIL AND CATTLE CO.",288566,5745,14944,0,0
"FULLER PRODUCTION, INC.",288587,9344,59824,22235,0
"FURR, ROY ESTATE OF",291595,0,0,10018,0
"G & C ENERGY CO.",291799,2178,4152,0,0
"G P II ENERGY, INC.",292232,93273,267776,25542,464
"G. & K. OIL COMPANY",292189,1292,2019,0,0
"GAEDEKE OIL & GAS OPERATING, LLC",292385,0,0,0,0
"GAP EXPLORATION, LTD.",293692,18378,44510,0,0
"GARNER'S WELL SERVICE LLC",295027,47,0,0,0
"GIEBEL PETROLEUM LTD.",304280,0,0,42888,9
"GILLEY, SAM D.",306100,0,0,0,0
"GILMORE, LEO OIL, INC.",306981,59,0,0,0
"GLOSSOP, ROBERT L. ESTATE",310950,841,1997,249968,430
"GOLDEN SPECIALTIES OIL & GAS",313070,6049,0,0,0
"GOLDEN, MARTY JOE",312774,1432,722,0,0
"GOPHER RESOURCES CO.",316909,0,0,0,0
"GRACE OPERATING, INC.",319527,12082,0,0,0
"GRACE PETROLEUM, L.P.",319530,0,0,0,0
"GRAY, BRYAN INC.",326495,10356,24628,0,0
"GRAY, W. H. OPERATING",328276,848,0,0,0
"GREAT BASIN PETROLEUM SERV, L.P.",328344,2579,18681,0,0
"GREAT BASIN WELL SERVICE CORP.",328362,1856,15313,0,0
"GREAT WESTERN DRILLING COMPANY",328780,245467,443820,244930,1184
"GREEN, ROY W. OIL & GAS",331060,415,0,0,0
"GREER OIL COMPANY, L.L.C.",331864,0,0,0,0
"GREKA AM, INC",332477,0,0,0,0
"GRIFFIN PETROLEUM COMPANY",333925,43631,26042,19712,69
"GUADALUPE PROPERTIES, LLC",337133,10508,67851,0,0
"GULF CENTRAL PETROLEUM CORP.",337726,0,0,6926,0
"GUNNAGOE PRODUCTION, LLC",339510,0,0,0,0
"GW ENERGY, INC.",339642,11484,0,0,0
"H & M RESOURCES, LLC",341514,141017,207490,0,0
"H & O OPERATING CO",341428,0,0,0,0
"H&M PRODUCTION, INC.",341412,1515,1424,0,0
"HAGGERTON, TERRY",342752,6762,0,0,0
"HALEY BRINE COMPANY",345404,0,0,0,0
"HALL OIL & GAS",345972,4049,5683,0,0
"HALLIBURTON ENERGY SERVICES, INC",347151,0,0,0,0
"HALLWOOD PETROLEUM, LLC",347219,0,0,0,0
"HAMM, RICHARD INC.",350120,3700,0,0,0
"HAMMAN OIL & REFINING COMPANY",350200,27895,127268,115210,1393
"HAMON OPERATING COMPANY",351727,0,0,0,0
"HANKAMER, CURTIS CORPORATION,THE",354081,1901,14465,0,0
"HANNATHON PETROLEUM, LLC",354954,16626,7284,0,0
"HANSON CORPORATION",355347,0,0,0,0
"HANVEY, DON H. OIL INTERESTS INC",355586,18,0,0,0
"HARKEY ENERGY INC.",357094,0,0,14137,0
"HARTER, RON",362923,227,2861,0,0
"HARTOIL CORPORATION",362980,5734,0,0,0
HCM,340176,4242,9194,0,0
"HEISER, HARVEY",373539,0,0,0,0
"HENDERSON & ERICKSON, INC.",376810,7690,8540,0,0
"HENDERSON, BRYAN, CO.",375250,4969,5832,0,0
"HENDON WM E. JR. REV LVNG TRUST",378270,275,0,0,0
"HENDRIX, JOHN H. CORPORATION",378256,596,10562,171052,51
"HENRY PETROLEUM LP",378642,1632153,2258962,31411,186
"HENRY RESOURCES LLC",378535,226280,199397,0,0
"HEP OIL GP, LLC",379552,697,325,0,0
"HERBIG OIL & GAS CO.",379646,14106,4079,0,0
"HERITAGE RESOURCES, INC.",379774,0,0,0,0
"HERITAGE STANDARD CORPORATION",379777,43813,29134,1281783,0
"HI - MOUNTAIN ENERGY CORPORATION",390160,1728,0,0,0
"HIBERNIA RESOURCES, LLC",384012,17031,42405,0,0
"HIGH SKY OIL & GAS",385663,1191,1543,0,0
"HIGHMOUNT EXPL & PROD TEXAS LLC",385842,21128,28838,337896,0
"HILLIN, T. A.",388787,0,0,92195,330
"HILLIN-SIMON OIL COMPANY",388776,0,0,0,0
"HODGES OIL & GAS",390832,12091,14109,0,0
"HOLBERN CORPORATION, THE",391553,0,0,0,0
"HOME PETROLEUM CORP.",396852,4142,10661,0,0
"HONECK OIL COMPANY, LP",397164,6842,0,0,0
"HOOT OIL CO.",399299,0,0,0,0
"HOPE ENERGY, L.L.C.",339609,1633,13,0,0
"HOPEWELL OPERATING, INC.",399624,1099,5180,4596,6
"HOPKINS, T. M. OPERATING CO.",399641,4379,6116,0,0
"HOPPER, HARLAN",399651,232,3487,0,0
"HOPPER, THORNTON CO.",399652,0,0,0,0
"HOUGHTON OIL & GAS, INC.",401921,261,10766,102234,673
"HPPC, INC.",407600,7181,34229,0,0
"HRB OPERATING COMPANY, INC.",407764,2599,5307,0,0
"HUGHES, GARY OIL CO.",411976,261,0,0,0
"HUNT OIL COMPANY",416330,339198,496897,1427459,1898
"HUNTINGTON ENERGY, L.L.C.",419291,109845,317156,171245,237
"HURST OIL & GAS, INC.",420220,5855,0,0,0
"HYQUEST ENERGY, INC.",421495,6906,5359,0,0
"ICA ENERGY OPERATING, L.L.C.",421777,103826,229106,117767,535
"ICE BROTHERS, INC.",421790,15727,168564,197098,2046
"ICE WELL SERVICES, INC.",421860,10070,7237,650,0
"IMPERIAL GAS RESOURCES LLC",423398,19606,74275,26549,1353
"IMPERIAL OPERATING CO., L.L.C.",423510,0,0,0,0
"INCLINE ENERGY",423656,107454,411932,509339,14351
"INJECT TECHNOLOGIES INC.",424522,0,0,0,0
"INTEGRAS OPERATING, LLC",424791,0,0,0,0
"IP PETROLEUM COMPANY, INC.",425801,0,0,0,0
IPACT,425810,628,0,0,0
"IPT OIL COMPANY",425811,0,0,0,0
"J & J SERVICES COMPANY",427662,0,0,0,0
"J & J YORK",427645,2142,0,0,0
"J M B OIL COMPANY",427763,4375,26499,0,0
"J V A OPERATING COMPANY, INC.",427911,3017,2572,0,0
"J-E PRODUCTION, INC.",427627,0,0,0,0
