"Search Criteria:"

"Initial View: Operator"
"Well Type: Both"
"District: 08"
"Date Range: Jan 2014 - Jan 2015"

"Operator Name","Operator No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"212 SALTWATER DISPOSAL SVCS, LLC",875066,0,0,0,0
"3 AMIGOS OIL CO.",953601,1280,0,0,0
"3-M ENERGY CORPORATION",953706,6796,9946,0,0
"4-D OIL & GAS",953830,876,0,0,0
"4-D OIL & GAS MANAGEMENT LLC",953775,9207,17776,0,0
5-POINT-SWD,953739,0,0,0,0
"5H OIL CO., LLC",953786,5647,0,0,0
"7S OIL & GAS, LLC",954992,911,2510,0,0
"A & B OIL",000172,6313,65,0,0
"A K & K ENTERPRISES LLC",000388,455,0,0,0
"A.D. CONSULTANT COMPANY",000212,168,0,0,0
"A.O.E. OPERATORS, INC.",000555,1712,1353,0,0
"AAA OIL TRUST",000118,0,0,0,0
"ABRAXAS PETROLEUM CORPORATION",003125,63043,254461,2451592,4132
"ACME ENERGY SERVICES, INC.",003589,0,0,0,0
"ADDWEST MINERALS, INC.",007861,0,0,0,0
"ADKINS PRODUCTION",007920,42,0,0,0
"ADVENTURE EXPL PARTNERS II, LLC",008491,130504,697516,0,0
"AEGIS FLUIDS MANAGEMENT, LLC",008551,3993,0,0,28
"AGGIETECH OIL, LTD.",008718,13197,2008,0,0
"AGHORN OPERATING, INC.",008716,444124,528436,22973,0
"AICR LLC",008810,345,0,0,0
"AJ'S PUMP TRUCK SERVICE, INC.",009534,2035,0,1442,0
"AJAX RESOURCES, LLC",000597,95506,128786,0,0
"ALARON ENERGY, INC.",010450,1050,5711,5722,96
"ALEGRE ENERGY, INC.",011441,964,0,0,0
"ALLEDER INC.",013296,15160,3768,0,0
"ALON USA, LP",015098,0,0,0,0
"ALTO MINERALS, INC.",015741,3949,534,1085,0
"AMERICAN RESOURCES, INC.",019356,3257,6962,0,0
"AMERICAWEST TRANSPORT, LLC",019746,0,0,0,0
"AMERICO ENERGY RESOURCES, LLC",019752,157506,5976,153251,0
"AMOCO PRODUCTION COMPANY",020425,0,0,0,0
"AMPAK OIL COMPANY",020463,2367,5499,0,0
"AMTEX ENERGY, INC.",020522,5963,16506,5407,2393
"ANADARKO E&P ONSHORE LLC",020528,6689913,13754798,31153402,2370678
"ANDECTOR EXPLORATION COMPANY",020783,17447,73106,0,0
"ANDREWS COUNTY WASTE DISP, LLC",024326,0,0,0,0
"ANTELOPE ENERGY COMPANY, LLC",025698,1541,21344,0,0
"APACHE CORPORATION",027200,20262492,58501107,4844137,25384
"APPROACH OPERATING LLC",028625,0,0,0,0
"AQUA TERRA PERMIAN, LLC",028618,0,0,0,0
"AQUEOUS OPERATING, LLC",028631,0,0,0,0
"ARABELLA OPERATING, LLC",028704,4956,5497,0,0
"ARABELLA PETROLEUM COMPANY, LLC",028692,129059,308670,0,0
"ARENA PRODUCTION COMPANY",029586,54,2963,2894,12
"ARES ENERGY, LTD.",029655,65069,29649,0,0
"ARGOS MINERALS, INC.",029934,0,0,0,0
"ARIES OPERATING, LP",030128,8974,508,0,0
"ARKLAND PRODUCING CO., INC.",030791,51954,83021,2084,48
"ARMOR PETROLEUM, INC.",031585,17254,24210,0,0
"ARRINGTON OIL&GAS OPERATING LLC",033149,935339,1251015,48012,831
"ARRINGTON,DAVID H. OIL & GAS,INC",033148,0,0,0,0
"ARRIS OPERATING COMPANY LLC",033176,0,0,189894,7830
"ARROWHEAD DISPOSAL COMPANY, LLC",033505,0,0,0,0
"ARROYO OIL CO.",033626,0,0,0,0
"ARTIFEX ENERGY INC",033755,2049,0,0,0
"ASHBROOK OIL CO.",034150,4240,0,0,0
"ASPEN OPERATING COMPANY, L.L.C.",035430,41560,0,0,0
"ATHLON ENERGY OPERATING LLC",036047,11296,73274,0,0
"ATHLON FE OPERATING LLC",036048,13284,87782,0,0
"ATHLON HOLDINGS LP",036067,7403846,22802779,0,0
"ATINUM OPERATING, INC.",036059,0,0,0,0
"ATLANTIC EXPLORATION, LLC",036537,966918,1549639,0,0
"ATLANTIC OPERATING, INC.",036546,149291,220151,0,0
"ATLAS ENERGY CORPORATION (DEL.)",036574,0,0,0,0
"ATLAS OPERATING LLC",036587,30985,1260,88,0
"ATOKA OPERATING, INC.",036606,808,0,0,0
"ATROPOS EXPLORATION COMPANY",036618,11981,43156,0,0
"ATROPOS PRODUCTION CORPORATION",036617,6369,156496,444360,1924
"AUTOMATED OIL PRODUCTION, INC.",037750,0,0,0,0
"AUTUMN ENERGY LLC",037869,798,0,0,0
"AVIGHNA ENERGY INC",038705,679,1525,0,0
"AVRA OIL COMPANY",038723,31554,38222,0,0
"B & B ENERGY",039763,0,0,0,0
"B & B ENERGY (I)",039783,0,0,0,0
"B & R OIL, INC.",041156,4870,24828,2749,0
"B-B PRODUCTION",040138,0,0,0,0
"B. B. & C.",039890,330,0,0,0
"B. W. P., INC.",042180,1097,0,0,0
"BAKER ATLAS",044343,0,0,0,0
"BAKER OPERATING, INC.",046623,82621,100369,13723,0
"BALD EAGLE OPERATING INC.",047200,922,7278,11989,1324
"BARNETT ENERGY, INC.",051290,2712,2053,0,0
"BARNHART CO.",052210,0,0,37330,0
"BARROW PETROLEUM LLC",053314,1936,4690,0,0
"BASA RESOURCES, INC.",053974,468662,71489,0,0
"BASIC ENERGY SERVICES, L.P.",054313,0,0,0,0
"BASIN WELL SERVICE OF ODESSA,INC",054618,6883,8374,80087,103
"BASS PETROLEUM, INC",054836,9096,0,0,0
"BATIE, PATRICIA",056310,609,0,0,0
"BAXTER, D. B. INC.",056550,3454,963,0,0
"BAY TAN OPERATING, LP",057938,1944,1881,0,0
"BAYLOR OPERATING, LLC",058832,24,111,0,0
"BC OPERATING, INC.",058893,17132,2870,568281,94
"BEACH EXPLORATION, INC.",058915,20526,8045,33372,2275
"BEACH OIL & GAS, INC.",058921,1969,615,0,0
"BEASLEY, KENNETH",060210,984,0,0,0
"BEBCO PARTS INDUSTRIES, INC.",061035,0,0,0,0
"BECK RESOURCES INCORPORATED",061100,53,1817,0,0
"BECT OPERATING, LLC",061554,286,0,0,0
"BELL ENERGY",062775,2327,0,0,0
"BELL, CODY, JR.",062790,1072,0,0,0
"BELLOWS OPERATING CO., L. C.",063857,0,0,0,0
"BENNETT, R. C., COMPANY",065324,539,30239,86166,1247
"BEREN CORPORATION",066750,2933,8209,0,0
"BERKSHIRE OPERATING, LLC",067572,3353,0,0,0
"BERRY ENERGY COMPANIES",068144,6844,0,0,0
"BERRY OIL COMP.",068157,1179652,4615136,0,0
"BESTO OIL & GAS, INC.",068301,1717,52537,0,0
"BETTIS, BOYLE & STOVALL",068360,38901,92586,0,0
"BFP BLACK CANYON, LLC",068492,4601,104198,107613,139
"BHB OPERATING INC.",068580,12264,0,0,0
"BHP BILLITON PET(TXLA OP) CO",068596,911877,2946580,18433253,2180511
"BIG ""6"" DRILLING COMPANY",069160,23913,12753,0,0
"BIG D ENERGY COMPANY",069344,3691,0,162221,0
"BIG SHELL OIL & GAS, INC.",070376,8121,4076,0,0
"BIG STAR OIL & GAS, LLC",070445,361211,1158218,730,0
"BILLS, L. T.",070882,1016,0,0,0
"BISON EXPLORATION DRILLING 1, LP",072515,0,0,0,0
"BIT WELL SERVICE & CEMENTERS",072538,0,0,0,0
"BLACK RIVER OPERATING, INC.",072714,0,0,0,0
"BLACKBEARD OPERATING, LLC",073056,28974,60662,528,0
"BLACKMUN FAMILY PARTNERS, L.P.",073230,0,0,0,0
