"Search Criteria:"

"Initial View: Operator"
"Well Type: Both"
"District: 08"
"Date Range: Jan 2013 - Jan 2014"

"Operator Name","Operator No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"3 AMIGOS OIL CO.",953601,1454,0,0,0
"3-M ENERGY CORPORATION",953706,6639,12154,0,0
"4-D OIL & GAS",953830,1005,0,0,0
"4-D OIL & GAS MANAGEMENT LLC",953775,11570,20198,0,0
5-POINT-SWD,953739,0,0,0,0
"5H OIL CO., LLC",953786,4858,0,0,0
"A & B OIL",000172,6585,65,0,0
"A.D. CONSULTANT COMPANY",000212,427,0,0,0
"A.O.E. OPERATORS, INC.",000555,8390,6996,0,0
"AAA OIL TRUST",000118,0,0,0,0
"ABRAXAS PETROLEUM CORPORATION",003125,69175,296806,2920727,4198
"ACME ENERGY SERVICES, INC.",003589,0,0,0,0
"ADDWEST MINERALS, INC.",007861,0,0,0,0
"ADKINS PRODUCTION",007920,435,0,0,0
"ADKINS, R. L. CORP.",007937,1489,50,0,0
"ADVENTURE EXPL PARTNERS II, LLC",008491,43833,197227,0,0
"AEGIS FLUIDS MANAGEMENT, LLC",008551,3690,0,190,75
"AGARITA RESOURCES, LLC",008590,765,0,0,0
"AGGIETECH OIL, LTD.",008718,14315,2740,0,0
"AGHORN OPERATING, INC.",008716,448237,562533,25201,0
"AJ'S PUMP TRUCK SERVICE, INC.",009534,2980,0,2556,0
"ALARON ENERGY, INC.",010450,856,5771,5765,45
"ALEGRE ENERGY, INC.",011441,294,0,0,0
"ALLEDER INC.",013296,16425,4728,0,0
"ALON USA, LP",015098,0,0,0,0
"ALTO MINERALS, INC.",015741,5182,580,1157,0
"AMERICAWEST TRANSPORT, LLC",019746,0,0,0,0
"AMERICO ENERGY RESOURCES, LLC",019752,170757,14662,144717,0
"AMOCO PRODUCTION COMPANY",020425,0,0,0,0
"AMPAK OIL COMPANY",020463,2529,10281,0,0
"AMTEX ENERGY, INC.",020522,6715,20254,5545,3089
"ANADARKO E&P ONSHORE LLC",020528,3200093,5785143,20060410,1053048
"ANADARKO PETROLEUM CORPORATION",020572,1109012,2083217,4485762,87275
"ANDECTOR EXPLORATION COMPANY",020783,18974,79458,0,0
"ANDREWS COUNTY WASTE DISP, LLC",024326,2,0,0,0
"ANTELOPE ENERGY COMPANY, LLC",025698,3258,24593,0,0
"APACHE CORPORATION",027200,16296430,48831732,5008673,26551
"APPROACH OPERATING LLC",028625,0,0,0,0
"AQUEOUS OPERATING, LLC",028631,0,0,0,0
"ARABELLA OPERATING, LLC",028704,1391,0,0,0
