"Search Criteria:"

"Initial View: Operator"
"Well Type: Both"
"District: 08"
"Date Range: Jan 2004 - Jan 2005"

"Operator Name","Operator No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"3 AMIGOS OIL CO.",953601,1226,13,0,0
"3-M ENERGY CORPORATION",953706,4743,8282,0,0
"4-D OIL & GAS",953830,2398,0,0,0
5-POINT-SWD,953739,0,0,0,0
"A & B OIL",000172,6403,117,0,0
"A.D. CONSULTANT COMPANY",000212,761,0,0,0
"A.O.E. OPERATORS, INC.",000555,13578,16685,0,0
"ABARTA OIL & GAS CO., INC.",000918,5423,13,0,0
"ABRAXAS PETROLEUM CORPORATION",003125,129989,664258,2939659,12609
"ACME ENERGY SERVICES, INC.",003589,0,0,0,0
"ADDWEST MINERALS, INC.",007861,0,0,0,0
"ADEPT OIL OPERATORS INC",007892,1936,0,0,0
"ADT INVESTMENTS, INC.",008477,6754,0,0,0
"AEC OPERATING COMPANY",008507,0,0,0,0
"AETHON I LP",008536,907003,559039,0,0
"AGGIETECH OIL, LTD.",008718,1590,0,0,0
"AGHORN OPERATING, INC.",008716,456581,461106,0,0
"ALARON ENERGY, INC.",010450,1382,6790,5421,50
"ALEGRE ENERGY, INC.",011441,5593,538,0,0
"ALLEDER INC.",013296,15483,18427,587,0
"ALON USA, LP",015098,0,0,0,0
"ALTO MINERALS, INC.",015741,21755,27110,22395,0
"ALVIN'S WELL SERVICE CO.",016542,30,0,0,0
"AMERICAN COMETRA, INC.",018008,0,0,0,0
"AMERICAWEST TRANSPORT, LLC",019746,0,0,0,0
"AMERICO ENERGY RESOURCES, LLC",019752,232187,34114,0,0
"AMERIND OIL COMPANY, LTD.",019756,21681,60480,0,0
"AMERITEX OIL & GAS, LLC",019782,0,0,0,0
"AMPAK OIL COMPANY",020463,1912,26,0,0
"AMTEX ENERGY, INC.",020522,10451,37280,11353,3956
"ANADARKO E&P COMPANY LP",020542,38730,433542,466930,3623
"ANADARKO PETROLEUM CORPORATION",020572,2998954,6843254,17298580,7134
"ANDECTOR EXPLORATION COMPANY",020783,17157,89721,0,0
"ANDREWS-BUTANE ROUTE DISPOSAL",024300,0,0,0,0
"ANTELOPE ENERGY COMPANY, LLC",025698,9195,36653,0,0
"APACHE CORPORATION",027200,2780053,4472645,2386715,7262
"ARCH PETROLEUM INC.",029270,1584,0,0,0
"ARCO OIL & GAS CO.",029340,0,0,0,0
"ARENA PRODUCTION COMPANY",029586,892,5658,98764,1266
"ARGOS MINERALS, INC.",029934,0,0,0,0
"ARGUS DRILLING, LLC",029975,0,0,0,0
"ARIES OPERATING, LP",030128,104281,64635,11059,371
"ARKLAND PRODUCING CO., INC.",030791,25261,101987,200,0
"ARKOMA PROD CO OF TEXAS, INC.",030808,1832,0,0,0
"ARMOR PETROLEUM, INC.",031585,33633,69053,0,0
"AROC (TEXAS) INC.",033049,61809,138870,76385,410
"ARRINGTON,DAVID H. OIL & GAS,INC",033148,18955,0,148450,353
"ARROWHEAD OPERATING INC.",033521,22799,36526,0,0
"ARROYO OIL CO.",033626,0,0,0,0
"ASHBROOK OIL CO.",034150,4034,0,0,0
"ASPEN ENERGY GROUP, INC.",035441,509,0,0,0
"ASPEN OPERATING COMPANY, L.L.C.",035430,29864,241816,588391,221
"ASSOCIATED OPERATING & EXPLOR.",035575,0,0,0,0
"ATLANTIC OPERATING, INC.",036546,92985,280012,0,0
"ATLAS ENERGY CORPORATION (DEL.)",036574,0,0,0,0
"ATROPOS EXPLORATION COMPANY",036618,12630,117468,0,0
"ATROPOS PRODUCTION CORPORATION",036617,24196,492369,1047584,4759
"AUSTEX PETROLEUM CORP.",037095,0,0,0,0
"AUTOMATED OIL PRODUCTION, INC.",037750,0,0,0,0
"AVRA OIL COMPANY",038723,34628,62561,0,0
"B & B ENERGY",039763,322,0,1423,0
"B & B ENERGY (I)",039783,0,0,9,0
"B & B OPERATING COMPANY",039801,1061,0,0,0
"B & R OIL, INC.",041156,6261,26000,3971,0
"B & W SOUTHERN PETROLEUM",042159,1282,0,12608,0
"B K ENERGY",040788,7396,2618,0,0
"B K ENERGY, INC.",040793,0,0,0,0
"B M ENERGY, INC.",040792,0,0,117540,0
"B-B PRODUCTION",040138,0,0,0,0
"B. B. & C.",039890,387,0,0,0
"B. W. P., INC.",042180,1396,0,0,0
"B.T. RESOURCES",041844,0,0,0,0
"BABER, BILL M.",042263,0,0,0,0
"BAKER ATLAS",044343,0,0,0,0
"BAKER OPERATING, INC.",046623,52842,52854,36533,52
"BALD EAGLE OPERATING INC.",047200,3145,5042,76447,425
"BAMA OIL CO.",048358,321,0,0,0
"BANAM CORPORATION",048175,5519,13638,0,0
"BANKS, R. C.",048500,23441,14723,0,0
"BARKER BROWN INVESTMENTS, LLC.",049397,18411,0,0,0
"BARNES-POMEROY OIL COMPANY",050400,7488,0,0,0
"BARNETT ENERGY, INC.",051290,763,6277,0,0
"BARNHART CO.",052210,0,0,101327,0
"BARON ENERGY LTD.",052967,0,0,0,0
"BASIC ENERGY SERVICES, L.P.",054313,0,0,0,0
"BASIN WELL SERVICE OF ODESSA,INC",054618,17894,10333,105601,356
"BASS ENTERPRISES PRODUCTION CO.",054700,986248,4141609,7254316,24097
"BATTLECAT OPERATING COMPANY, LLC",056383,0,0,0,0
"BAXTER, D. B. INC.",056550,14357,3072,0,0
"BAXTER, KELLY H. OIL AND GAS CO.",056536,3069,0,2865,0
"BAYRIDGE TEXAS CORP.",058834,0,0,0,0
"BBI ENERGY",039997,7942,0,0,0
"BC OPERATING, INC.",058893,808526,678533,217217,1359
"BEACH EXPLORATION, INC.",058915,32630,66471,0,0
"BEASLEY, KENNETH",060210,7787,143,0,0
"BEAVER & CHAPMAN ENERGY CO",060760,0,0,4283,0
"BEBCO PARTS INDUSTRIES, INC.",061035,0,0,0,0
"BELEW, DAVID",062700,242,270,0,0
"BELL, CODY, JR.",062790,2026,0,0,0
"BENNETT EXPLORATION & PROD. CO.",065294,0,0,0,0
"BENNETT, M. BRAD INC.",064785,66611,113615,0,0
"BENNETT, R. C., COMPANY",065324,2246,122429,88022,645
"BEREN CORPORATION",066750,4097,10491,0,0
"BETTIS, BOYLE & STOVALL",068360,81680,243317,0,0
"BIG ""6"" DRILLING COMPANY",069160,36842,29243,0,0
"BIG D ENERGY COMPANY",069344,5642,0,204999,11
"BIG LAKE J J OIL & GAS, INC.",069456,3626,9594,0,0
"BISHOP, D. L.",072480,9240,2321,0,0
"BIT WELL SERVICE & CEMENTERS",072538,0,0,0,0
"BKM PRODUCTION",072533,58,0,0,0
"BLACK RIVER OPERATING, INC.",072714,0,0,0,0
"BLACKWELDER OIL",073331,6163,0,0,0
"BLAIR EXPLORATION, INC.",074004,0,0,0,0
"BLAIR, R. W.",074175,2872,6044,0,0
"BLAKE OIL & GAS CORPORATION",074375,457,5,0,0
"BLAKE PRODUCTION COMPANY, INC.",074344,0,0,59535,518
"BLUCO PRODUCTION CO., INC.",076395,27169,495,0,0
"BLUE RIDGE RESOURCES, LLC",076782,1352,0,0,0
"BLUE RIVER INC.",076767,357,0,0,0
"BLUE STAR OPERATING COMPANY",076772,3801,8022,177962,7786
"BLUEGRASS ENERGY, INC.",076848,25807,13982,40567,1505
"BMB OIL PRODUCERS",040654,3411,0,0,0
"BOBCAT OPERATING",077686,0,0,0,0
"BOLGER OPERATING CO.",080388,26620,0,0,0
"BOLTE, ROBERSON & KOENIG",081428,1913,12,0,0
"BOMAR OPERATING CO., LC",081512,0,0,0,0
"BORDERLINE OPERATING CORP.",082999,3152,8268,0,0
"BOSS SERVICES",083273,12,1,0,0
"BOSS SERVICES, L.L.C.",083272,149,1,0,0
"BOYD & MCWILLIAMS ENERGY GROUP",084545,159197,113937,0,0
"BOYD, D. K. OIL AND GAS CO.,INC.",084596,0,0,0,0
"BOYD, FOY MANAGEMENT CORP.",084630,0,0,11464,5
"BOYLES, L. S.",085311,2606,13,0,0
"BP AMERICA PRODUCTION COMPANY",040798,2084142,38950498,4554536,32683
"BP PROD. CORP.",085370,0,0,0,0
"BRADY, W. PRODUCTION, INC.",088241,0,0,46564,0
"BRAHANEY DRILLING CO.",088380,6882,4041,0,0
"BRAWLEY OIL CO",089913,5251,7803,0,0
"BRAZOS PETROLEUM, INC.",089939,0,0,0,0
"BRECK OPERATING CORP.",089974,24324,84486,121891,346
"BRIDWELL OIL CO.",092480,25096,17732,0,0
"BRIGHAM OIL & GAS, L.P.",092800,31727,124687,8957,228
"BRIGHT & CO.",093125,156758,210775,5876,0
"BRISITA ENERGY CORPORATION",093554,4401,15375,0,0
"BRITANCO, L.L.C.",093620,0,0,15979,280
"BROCK, J.",095367,9526,4495,47754,0
"BROTHERS PRODUCTION COMPANY INC.",097478,173815,125691,68221,1
"BROTHERTON PRODUCTION CO.",097484,16,0,0,0
"BROWN, H.L. OPERATING, L.L.C.",100263,7110,21866,79548,0
"BROWN, L.Z. RESIDUARY TRUST",100877,0,0,7087,0
"BROWN, OLIVER OIL",101454,8427,0,0,0
"BROWN, TOM INC.",102550,8541,7365,1765357,1147
"BTA OIL PRODUCERS",041860,440432,959898,3093350,16134
"BUCHANAN, BILLY R.",105270,0,0,0,0
"BULLDOG OPERATING COMPANY",106508,9319,20903,0,0
"BURGUNDY OIL & GAS, INC.",108650,13638,37370,0,0
"BURLESON, LEWIS B. INC.",109295,189565,215871,120994,0
