"Search Criteria:"

"Initial View: Operator"
"Well Type: Both"
"District: 08"
"Date Range: Jan 1997 - Jan 1998"

"Operator Name","Operator No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"20TH CENTURY PIPE & EQUIP.CO.INC",953627,0,0,0,0
"3-M ENERGY CORPORATION",953706,10479,10023,0,0
5-POINT-SWD,953739,0,0,0,0
"A & B OIL",000172,8122,117,0,0
"ABEL, M.D. CO.",001506,1221,3853,0,0
"ABRAXAS PETROLEUM CORPORATION",003125,546916,2766133,2558158,6565
"ACCELL NATURAL GAS COMPANY",003391,4015,6,0,0
"ACKERLY SERVICE COMPANY, INC.",003581,2205,22,0,0
"ADDWEST MINERALS, INC.",007861,0,0,0,0
"AEC OPERATING COMPANY",008507,0,0,203567,578
"AEGIS ENERGY, INC.",008532,53055,79978,0,0
"AGHORN OPERATING, INC.",008716,496528,229963,0,0
"ALAFAIR ENERGY, INC.",009776,283,0,0,0
"ALARON ENERGY, INC.",010450,1896,9938,12354,342
"ALEGRE ENERGY, INC.",011441,8884,2830,0,0
"ALLEDER INC.",013296,34858,43684,0,0
"ALLEGRO OPERATING, INC.",013555,141097,28276,0,0
"ALPS OIL COMPANY",015140,31073,101833,3576,0
"ALTO MINERALS, INC.",015741,13155,75933,0,0
"ALTURA ENERGY LTD.",015726,11839489,17581892,5915364,10791
"ALVIN'S WELL SERVICE CO.",016542,613,0,0,0
"AMBRIT ENERGY CORP.",016886,0,0,23786,0
"AMERAC ENERGY CORPORATION",016973,13775,61250,0,0
"AMERICAN COMETRA, INC.",018008,10964,223822,385016,299
"AMERICAN EXPLORATION COMPANY",018023,70769,80985,227122,160
"AMERIND OIL COMPANY, LTD.",019756,34398,65790,0,0
"AMOCO PRODUCTION COMPANY",020425,1804788,1001862,256264,1291
"AMPAK OIL COMPANY",020463,8865,16347,0,0
"AMTEX ENERGY, INC.",020522,11473,64888,270546,4472
"ANADARKO PETROLEUM CORPORATION",020572,3712501,7518251,695126,1569
"ANCHOR B PRODUCTION, INC.",020598,0,0,0,0
"ANDECTOR EXPLORATION COMPANY",020783,30306,178412,0,0
"ANDREWS-BUTANE ROUTE DISPOSAL",024300,0,0,0,0
"ANEGADA RESOURCES",025384,20290,166100,0,0
"ANTELOPE ENERGY COMPANY, LLC",025698,13519,45217,0,0
"APACHE CORPORATION",027200,2299489,1740051,760765,5415
"APPLING, J. B.",028610,818,0,0,0
"APX & ASSOC.",028657,1029,0,0,0
"AQUILA RESOURCES COMPANY",028677,0,0,448,38
"ARATEX PRODUCTION COMPANY",028723,1512,1697,0,0
"ARCH PETROLEUM INC.",029270,8532,21314,2668532,17264
"ARCO OIL & GAS CO.",029340,0,0,0,0
"ARCO PERMIAN",029347,4015537,68142249,5999446,21871
"ARGOS MINERALS, INC.",029934,0,0,0,0
"ARKLAND PRODUCING CO., INC.",030791,37323,176631,4949,65
"ARMOR PETROLEUM, INC.",031585,77344,80920,0,0
"ARMSTRONG OIL & GAS, INC",031919,12213,13000,0,0
"ARMSTRONG, JOHN COLE",032210,0,6,0,0
"ARRINGTON,DAVID H. OIL & GAS,INC",033148,19091,13296,161271,438
"ARROW OPERATING COMPANY",033226,343762,161203,0,0
"ARROYO OIL CO.",033626,4,2,0,0
"ASHBROOK OIL CO.",034150,4019,0,0,0
"ASPEN ENERGY CORPORATION",035442,7807,2062,0,0
"ASSOCIATED OPERATING & EXPLOR.",035575,0,0,0,0
ATAPCO,035633,80183,223356,20361,0
"ATLAS ENERGY CORPORATION (DEL.)",036574,0,0,0,0
"ATROPOS PRODUCTION CORPORATION",036617,29383,831087,2596287,12624
"AUSLAND PRODUCTION COMPANY",036934,57183,139241,0,0
"AUSTEX PETROLEUM CORP.",037095,0,0,0,0
"AVRA OIL COMPANY",038723,55538,78728,0,0
"AXIS ENERGY CORPORATION",039136,1593,29918,0,0
"B & B DISPOSAL SERVICE, INC.",039774,0,0,0,0
"B & B ENERGY",039763,217,0,4180,0
"B & B ENERGY (I)",039783,180,55,1946,0
"B & B OPERATING COMPANY",039801,4822,12,0,0
"B & B PRODUCTION CO",039806,8363,12240,26136,219
"B & M ENERGY",040755,1691,5519,0,0
"B & R CONTRACTING",041135,0,0,14056,0
"B & R OIL, INC.",041156,8328,33020,5689,0
"B G R PRODUCTION",040687,0,0,0,0
"B K ENERGY, INC.",040793,27555,29566,0,0
"B-B PRODUCTION",040138,0,0,0,0
"B. W. P., INC.",042180,1877,2262,0,0
"BABER, BILL M.",042263,0,0,0,0
"BAKER OPERATING, INC.",046623,61991,56283,45437,35
"BALD EAGLE OPERATING",080191,383,961,2497,0
"BALD EAGLE OPERATING INC.",047200,1803,12236,23873,0
"BANAM CORPORATION",048175,10028,50666,0,0
"BANKS, R. C.",048500,36005,18235,18236,0
"BAR-BELL, INC.",049772,0,0,0,0
"BARBEE, INC.",048943,2851,0,0,0
"BARNES-POMEROY OIL COMPANY",050400,9126,0,0,0
"BARNETT ENERGY, INC.",051290,1157,7198,0,0
"BARNHART CO.",052210,0,0,153410,218
"BARRETT RESOURCES CORPORATION",053051,17848,0,0,0
"BARTEK, BRAD",053405,6027,6634,0,0
"BASK OIL",054675,2561,712,0,0
"BASS ENTERPRISES PRODUCTION CO.",054700,917775,2178188,6093090,23213
"BATES & SPIVEY",056160,2661,39,0,0
"BAXTER, D. B. INC.",056550,22822,22822,0,0
"BAXTER, KELLY H.",056555,0,0,0,0
"BAXTER, KELLY H. OIL AND GAS CO.",056536,4087,0,4968,0
"BAXTER, MURPHY H.",056580,51144,876521,37709,284
"BAYRIDGE TEXAS CORP.",058834,11217,48289,0,0
"BAYTECH, INC.",058873,159117,547432,0,0
"BC OPERATING, INC.",058893,262649,565564,263442,0
"BEACH EXPLORATION, INC.",058915,44150,75698,0,0
"BEASLEY, KENNETH",060210,10648,169,0,0
"BEBCO PARTS INDUSTRIES, INC.",061035,2065,0,0,0
"BEDFORD OIL & GAS, INC.",061600,10610,62,0,0
"BELEW, DAVID",062700,1781,148,231,0
"BELL, CODY, JR.",062790,2017,14,0,0
"BELLWETHER EXPLORATION COMPANY",063865,1491,5358,0,0
"BELMAC, INC.",063892,580,0,0,0
"BELVAN CORP.",064064,983,120428,39990,2
"BENNETT, M. BRAD INC.",064785,87478,139555,0,0
"BENNETT, R. C., COMPANY",065324,8537,385507,8223,0
"BEREN CORPORATION",066750,2851,3093,0,0
"BETTIS, BOYLE & STOVALL",068360,354905,449890,0,0
"BEVERLY OIL AND GAS COMPANY",068416,5311,0,15911,0
"BIG ""6"" DRILLING COMPANY",069160,35378,36660,0,0
"BIG LAKE J J OIL & GAS, INC.",069456,4984,9641,0,0
"BIG SPRINGS INVESTMENTS, INC.",070435,0,0,0,0
"BIG STATE TOOL CO.",070552,0,0,0,0
"BINGHAM'S OIL & GAS",071205,1963,6046,0,0
"BISHOP, D. L.",072480,18160,2694,0,0
"BIT WELL SERVICE & CEMENTERS",072538,0,0,0,0
"BLACK RESOURCES, INC.",072730,0,0,0,0
"BLACK, R. W.",072750,0,0,0,0
"BLAIR EXPLORATION, INC.",074004,67947,3473,0,0
"BLAIR, R. W.",074175,4354,429,8705,0
"BLAKE OIL & GAS CORPORATION",074375,2135,13,0,0
"BLAKE PRODUCTION COMPANY, INC.",074344,0,0,53938,671
"BLANCO OIL CO.",074900,18972,367,0,0
"BLUCO PRODUCTION CO., INC.",076395,38507,535,0,0
"BLUE STAR RESOURCES, INC.",076774,0,0,2531,24
"BMB OIL PRODUCERS",040654,3408,13,0,0
"BOAZ, KATHRYN",077626,1180,0,0,0
"BOBCAT OPERATING",077686,0,0,0,0
"BOLAND OIL & GAS",080186,0,0,0,0
"BOLTE, ROBERSON & KOENIG",081428,2556,13,0,0
"BOMAR OPERATING CO., LC",081512,462,0,0,0
"BOMMER ENGINEERING CO.",081565,1338,1084,0,0
"BOYD & MCWILLIAMS ENERGY GROUP",084545,0,0,0,0
"BOYD, D. K. OIL AND GAS CO.,INC.",084596,83776,47490,0,0
"BOYLES, L. S.",085311,2874,12,0,0
"BP PROD. CORP.",085370,287,30,0,0
"BPS CO.",085405,5183,7005,0,0
"BRADY, W. PRODUCTION, INC.",088241,0,0,60677,0
"BRAHANEY DRILLING CO.",088380,8807,11684,0,0
"BRAMMER SUPPLY, INC.",088607,19069,0,0,0
"BRANDENBURG BROS. OIL & GRAVEL",088622,0,0,0,0
"BRAZOS PETROLEUM, INC.",089939,0,0,0,0
"BRECK OPERATING CORP.",089974,21451,120668,113147,661
"BRIGHAM OIL & GAS, L.P.",092800,34236,27672,0,0
"BRIGHT & CO.",093125,111046,216210,0,0
"BRISTOL RESOURCES CORPORATION",093548,84807,140504,1216619,819
"BRITNIC OIL & GAS, INC.",093621,6542,12077,0,0
"BROADWAY OPERATING COMPANY INC.",094871,36724,5172,0,0
"BROCK OIL & GAS CORPORATION",095340,3152,5394,0,0
"BROCK, J.",095367,6421,4180,32993,0
"BROTHERS PRODUCTION COMPANY INC.",097478,29426,1282,97010,166
"BROTHERTON PRODUCTION CO.",097484,70,0,0,0
"BROWN RESOURCES",101585,0,0,0,0
"BROWN, GEORGE R. PARTNERSHIP,THE",099980,680,10445,0,0
"BROWN, H. L., JR.",100268,42337,82332,213646,220
"BROWN, L. Z.",100890,0,0,102,0
"BROWN, MABEL INVESTMENTS",100909,0,0,42378,0
"BROWN, OLIVER OIL",101454,5974,18,0,0
"BROWN, TOM INC.",102550,164346,649577,0,0
"BRYANS, LEONARD",104277,0,0,0,0
"BTA OIL PRODUCERS",041860,1308475,2647718,4609907,16913
"BUCHANAN, BILLY R.",105270,540,0,0,0
"BUCKEYE ENERGY, INC.",105970,8179,2772,0,0
"BULLDOG OPERATING COMPANY",106508,4793,31619,0,0
"BURCHAM, L. R.",107501,1646,0,0,0
"BURGUNDY OIL & GAS, INC.",108650,110115,65947,0,0
"BURKHOLDER, TERRY L., INC.",109160,10769,16567,0,0
"BURLESON, LEWIS B. INC.",109295,122785,149084,41220,573
"BURLINGTON RES O & G CO-MIDLAND",109336,3751315,8646534,8448661,28648
"BURLINGTON RESOURCES OIL&GAS CO.",109338,703336,1471946,2420674,3921
"BURNETT OIL CO., INC.",110016,52270,284312,410479,983
"BURNS, BILL C.",110495,20968,3023,0,0
"BURNS, BILL C. INC.",110503,1498,294,0,0
"BUSTAMANTE OIL CO",112691,1352,10,0,0
"BUTLER, C. D.",113270,2903,65,0,0
"BUTLER, KEVIN O.",114040,0,0,0,0
