"Search Criteria:"

"Initial View: Operator"
"Well Type: Both"
"District: 08"
"Date Range: Jan 2003 - Jan 2004"

"Operator Name","Operator No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"20TH CENTURY PIPE & EQUIP.CO.INC",953627,0,0,0,0
"3 AMIGOS OIL CO.",953601,2014,13,0,0
"3-M ENERGY CORPORATION",953706,5259,8356,0,0
"3TEC ENERGY CORPORATION",953592,1918,17425,0,0
"4-D OIL & GAS",953830,1339,0,0,0
5-POINT-SWD,953739,0,0,0,0
"A & B OIL",000172,7838,117,0,0
"A.D. CONSULTANT COMPANY",000212,810,0,0,0
"A.O.E. OPERATORS, INC.",000555,13394,8762,0,0
"ABARTA OIL & GAS CO., INC.",000918,8361,13,0,0
"ABRAXAS PETROLEUM CORPORATION",003125,123181,662668,2218408,6620
"ACME ENERGY SERVICES, INC.",003589,0,0,0,0
"ADDWEST MINERALS, INC.",007861,0,0,0,0
"ADEPT OIL OPERATORS INC",007892,5712,0,0,0
"AEC OPERATING COMPANY",008507,0,0,17551,170
"AETHON I LP",008536,928315,554530,0,0
"AGAVE OPERATING, LP",008587,945,2157,659,0
"AGHORN OPERATING, INC.",008716,469994,483813,0,0
"ALARON ENERGY, INC.",010450,1330,6234,5443,96
"ALEGRE ENERGY, INC.",011441,7545,1054,0,0
"ALLEDER INC.",013296,16470,21175,2080,0
"ALON USA, LP",015098,0,0,0,0
"ALTO MINERALS, INC.",015741,20909,28815,37118,0
"ALVIN'S WELL SERVICE CO.",016542,234,0,0,0
"AMERICAN COMETRA, INC.",018008,0,0,0,0
"AMERICO ENERGY RESOURCES, LLC",019752,63894,8930,0,0
"AMERIND OIL COMPANY, LTD.",019756,23605,59023,0,0
"AMERITEX OIL & GAS, LLC",019782,0,0,56443,0
"AMMONITE ENERGY TEXAS, INC.",020408,2313,3015,0,0
"AMPAK OIL COMPANY",020463,2155,26,0,0
"AMTEX ENERGY, INC.",020522,11447,44168,12089,4157
"ANADARKO E&P COMPANY LP",020542,74321,636634,566042,3877
"ANADARKO PETROLEUM CORPORATION",020572,2953141,6374882,5069952,877
"ANCHOR B PRODUCTION, INC.",020598,0,0,0,0
"ANDECTOR EXPLORATION COMPANY",020783,15075,105568,0,0
"ANDREWS-BUTANE ROUTE DISPOSAL",024300,0,0,0,0
"ANTELOPE ENERGY COMPANY, LLC",025698,7812,28716,0,0
"APACHE CORPORATION",027200,2813011,4121463,2297107,7661
"ARCH PETROLEUM INC.",029270,1732,0,0,0
"ARCO OIL & GAS CO.",029340,0,0,0,0
"ARENA PRODUCTION COMPANY",029586,1108,4242,88854,1369
"ARGOS MINERALS, INC.",029934,0,0,0,0
"ARGUS DRILLING, LLC",029975,2078,3833,0,0
"ARIES OPERATING, LLC",030129,74207,56048,16564,402
"ARIES OPERATING, LP",030128,42770,30434,6798,186
"ARKLAND PRODUCING CO., INC.",030791,24153,124254,189,0
"ARKOMA PROD CO OF TEXAS, INC.",030808,4901,0,0,0
"ARMOR PETROLEUM, INC.",031585,38058,71174,0,0
"ARMSTRONG, JOHN COLE",032210,0,0,0,0
"AROC (TEXAS) INC.",033049,60937,168751,83838,425
"ARRINGTON,DAVID H. OIL & GAS,INC",033148,18569,0,159956,218
"ARROWHEAD OPERATING INC.",033521,29036,57172,0,0
"ARROYO OIL CO.",033626,0,0,0,0
"ASHBROOK OIL CO.",034150,4655,0,0,0
"ASPEN ENERGY GROUP, INC.",035441,1828,0,0,0
"ASPEN OPERATING COMPANY, L.L.C.",035430,35978,232350,598116,212
"ASSOCIATED OPERATING & EXPLOR.",035575,0,0,0,0
"ATLANTIC OPERATING, INC.",036546,111273,330438,0,0
"ATLAS ENERGY CORPORATION (DEL.)",036574,0,0,0,0
"ATROPOS EXPLORATION COMPANY",036618,7841,92426,0,0
"ATROPOS PRODUCTION CORPORATION",036617,35992,530844,1084798,5171
"AUSTEX PETROLEUM CORP.",037095,0,0,0,0
"AUTOMATED OIL PRODUCTION, INC.",037750,0,0,0,0
"AVRA OIL COMPANY",038723,39518,62510,0,0
"B & B ENERGY",039763,60,0,1639,0
"B & B ENERGY (I)",039783,0,0,0,0
"B & B OPERATING COMPANY",039801,1268,0,0,0
"B & M ENERGY",040755,890,2154,0,0
"B & R CONTRACTING",041135,0,0,4008,0
"B & R OIL, INC.",041156,6845,28962,4694,0
"B & W SOUTHERN PETROLEUM",042159,1821,0,14001,0
"B K ENERGY",040788,11711,11565,0,0
"B K ENERGY, INC.",040793,0,0,0,0
"B M ENERGY, INC.",040792,0,0,53250,0
"B-B PRODUCTION",040138,0,0,0,0
