"Search Criteria:"

"Initial View: Operator"
"Well Type: Both"
"District: 08"
"Date Range: Jan 2006 - Jan 2007"

"Operator Name","Operator No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"3 AMIGOS OIL CO.",953601,1158,0,0,0
"3-M ENERGY CORPORATION",953706,4953,9322,0,0
"4-D OIL & GAS",953830,4111,2000,0,0
"4-D OIL & GAS MANAGEMENT LLC",953775,18276,26101,0,0
5-POINT-SWD,953739,0,0,0,0
"777 ENERGY, LP",953841,0,0,775,474
"A & B OIL",000172,4675,65,0,0
"A.D. CONSULTANT COMPANY",000212,699,0,0,0
"A.O.E. OPERATORS, INC.",000555,9396,14357,0,0
"ABRAXAS PETROLEUM CORPORATION",003125,108042,465688,5693109,6970
"ACME ENERGY SERVICES, INC.",003589,0,0,0,0
"ADDWEST MINERALS, INC.",007861,0,0,0,0
"ADKINS PRODUCTION",007920,505,0,0,0
"AEC OPERATING COMPANY",008507,0,0,0,0
"AETHON I LP",008536,824514,502167,0,0
"AGGIETECH OIL, LTD.",008718,10706,0,0,0
"AGHORN OPERATING, INC.",008716,427967,430503,651,0
"ALARON ENERGY, INC.",010450,1177,6466,8515,36
"ALLEDER INC.",013296,26894,17527,0,0
"ALON USA, LP",015098,0,0,0,0
"ALPAR ENERGY, LP",015099,0,0,0,0
"ALPINE GAS COMPANY, LLC",015142,39504,16952,0,0
"ALTO MINERALS, INC.",015741,15523,17512,10662,0
"AMERICAN COMETRA, INC.",018008,0,0,0,0
"AMERICAWEST TRANSPORT, LLC",019746,0,0,0,0
"AMERICO ENERGY RESOURCES, LLC",019752,251294,20851,0,0
"AMPAK OIL COMPANY",020463,1282,26,0,0
"AMTEX ENERGY, INC.",020522,9018,28559,10020,3600
"ANADARKO E&P COMPANY LP",020542,0,0,0,0
"ANADARKO PETROLEUM CORPORATION",020572,2057091,5546008,63134050,108589
"ANDECTOR EXPLORATION COMPANY",020783,14736,91491,0,0
"ANDREWS-BUTANE ROUTE DISPOSAL",024300,0,0,0,0
"ANTELOPE ENERGY COMPANY, LLC",025698,8202,32222,0,0
"APACHE CORPORATION",027200,3214251,7698176,3276086,24579
"APPROACH OPERATING LLC",028625,572,0,0,0
"ARCH PETROLEUM INC.",029270,0,0,0,0
"ARCO OIL & GAS CO.",029340,0,0,0,0
"ARENA PRODUCTION COMPANY",029586,7313,28244,52208,1464
"ARGOS MINERALS, INC.",029934,0,0,0,0
"ARGUS DRILLING, LLC",029975,0,0,0,0
"ARIES OPERATING, LP",030128,83040,61330,15383,547
"ARKLAND PRODUCING CO., INC.",030791,21919,94506,824,0
"ARMOR PETROLEUM, INC.",031585,36792,75319,0,0
"AROC (TEXAS) INC.",033049,59879,120638,57242,346
"ARRINGTON,DAVID H. OIL & GAS,INC",033148,19492,0,116407,434
"ARROYO OIL CO.",033626,0,0,0,0
"ASCENT OPERATING, LP",033905,0,0,0,0
"ASHBROOK OIL CO.",034150,4114,0,0,0
"ASPEN OPERATING COMPANY, L.L.C.",035430,2933,19319,39247,0
"ASSOCIATED OPERATING & EXPLOR.",035575,0,0,0,0
"ATLANTIC OPERATING, INC.",036546,209191,349162,0,0
"ATLANTIC RICHFIELD COMPANY",036561,0,0,0,0
"ATLAS ENERGY CORPORATION (DEL.)",036574,0,0,0,0
"ATROPOS EXPLORATION COMPANY",036618,12917,92200,0,0
"ATROPOS PRODUCTION CORPORATION",036617,18037,428133,909840,3660
"AUSTEX PETROLEUM CORP.",037095,0,0,0,0
"AUTOMATED OIL PRODUCTION, INC.",037750,0,0,0,0
"AVRA OIL COMPANY",038723,32862,97290,0,0
"AXIS ENERGY CORPORATION",039136,495,6112,0,0
"B & B ENERGY",039763,315,0,406,0
"B & B ENERGY (I)",039783,0,0,0,0
"B & B OPERATING COMPANY",039801,214,0,0,0
"B & R OIL, INC.",041156,6952,37082,2654,0
"B & W SOUTHERN PETROLEUM",042159,1100,0,12180,0
"B K ENERGY",040788,8037,734,0,0
"B K ENERGY, INC.",040793,0,0,0,0
"B M ENERGY, INC.",040792,0,0,51171,0
"B&S OIL COMPANY",040132,4086,0,0,0
"B-B PRODUCTION",040138,0,0,0,0
"B. B. & C.",039890,444,0,0,0
"B. W. P., INC.",042180,1339,0,0,0
"B.T. RESOURCES",041844,0,0,0,0
"BAKER ATLAS",044343,0,0,0,0
"BAKER OPERATING, INC.",046623,61040,60076,25995,0
"BALD EAGLE OPERATING INC.",047200,2688,3224,49341,612
"BANAM CORPORATION",048175,4460,19612,0,0
"BANKS, R. C.",048500,19594,13803,0,0
"BARKER BROWN INVESTMENTS, LLC.",049397,59167,0,0,0
"BARNES-POMEROY OIL COMPANY",050400,3258,0,0,0
"BARNETT ENERGY, INC.",051290,574,2980,0,0
"BARNHART CO.",052210,0,0,80883,393
"BASIC ENERGY SERVICES, L.P.",054313,0,0,0,0
"BASIN WELL SERVICE OF ODESSA,INC",054618,7724,6413,138970,349
"BASS ENTERPRISES PRODUCTION CO.",054700,788010,3843714,5136809,11218
"BAXTER, D. B. INC.",056550,9083,2073,0,0
"BAXTER, KELLY H. OIL AND GAS CO.",056536,2693,0,0,0
"BC OPERATING, INC.",058893,206119,145542,0,0
"BEACH EXPLORATION, INC.",058915,31438,51456,125,0
"BEACH OIL & GAS, INC.",058921,1992,2548,565,0
"BEASLEY, KENNETH",060210,3616,0,0,0
"BEAVER & CHAPMAN ENERGY CO",060760,0,0,3834,0
"BEBCO PARTS INDUSTRIES, INC.",061035,0,0,0,0
"BELL, CODY, JR.",062790,1502,0,0,0
"BENCHMARK PRODUCTION, LLC",064102,236,0,0,0
"BENNETT EXPLORATION & PROD. CO.",065294,0,0,0,0
"BENNETT, M. BRAD LP",064800,527,1854,0,0
"BENNETT, R. C., COMPANY",065324,1722,92690,104032,548
"BEPCO, L.P.",066722,73808,326204,454811,929
"BEREN CORPORATION",066750,3543,9783,0,0
"BESTO OIL & GAS, INC.",068301,0,0,0,0
"BETTIS, BOYLE & STOVALL",068360,62256,195994,0,0
"BIG ""6"" DRILLING COMPANY",069160,35946,25458,0,0
"BIG D ENERGY COMPANY",069344,16392,0,162013,0
"BIG LAKE J J OIL & GAS, INC.",069456,2202,4140,0,0
