MasterYear,Form Number,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,Net Loss,Facility,CauseofLoss,Remedy,Water,WaterName,Location,Remarks,LeaseName,FieldNumber
2012,885,8,"SANDRIDGE EXPL. AND PROD., LLC",12/31/2012,Producer,ANDREWS,29836,0,0,Crude,47,45,2,Tank Battery,Equipment Failure,Other,None,,"SEC.21, BLOCK A-41, SURVEY PSL",SOIL REMEDIATION PLAN IN PROGRESS.,OLSEN BROWN 2,FUHRMAN-MASCHO
2012,891,4,"ENERGY RESERVES GROUP, INC.",12/30/2012,Transporter,WEBB,0,0,0,Gas Well Liquid,10,0,10,Pipe Line,Equipment Failure,Other,None,,T4 PERMIT II 07548,SOIL REMEDIATION PLAN IN PROGRESS.,JUDY,NO FIELD NAME
2012,883,8A,"CHEVRON MIDCONTINENT, L.P.",12/30/2012,Producer,BORDEN,60780,0,0,Crude,8,7,1,Tank Battery,Equipment Failure,Other,None,,REINECKE UNIT CENTRAL TANK BATTERY,SOIL REMEDIATION PLAN IN PROGRESS.,REINECKE UNIT,REINECKE
2012,956,8,"CHESAPEAKE OPERATING, INC.",12/29/2012,Producer,ANDREWS,42271,0,0,Crude,24,24,0,Tank Battery,Equipment Failure,Other,None,,32.3656 -102.3390,FREE FLUID REMOVED.AREA REMEDIATED.,UNIVERSITY 8-16,SPRABERRY (TREND AREA)
2012,1239,8,"PLAINS MARKETING, L.P.",12/28/2012,Transporter,GLASSCOCK,0,0,0,Crude,170,160,10,Tank Battery,Equipment Failure,Other,None,,"GPS:N32.07129, W-101.47625",SOIL REMEDIATION PLAN IN PROGRESS,KIMBERLY,NO FIELD NAME
2012,944,4,"CHESAPEAKE OPERATING, INC.",12/28/2012,Producer,JIM WELLS,3198,0,0,Crude,30,15,15,Tank Battery,Equipment Failure,Other,None,,"370' FSL & 591'FEL OF A. CANALES SURVEY, A-79",VACUUMED FREE FLUID AND REMEDIATED AREA.,"DETIJERINA, H. C.",TIJERINA-CANALES-BLUCHER
2012,901,1,FOREST OIL CORPORATION,12/28/2012,Producer,GONZALES,16083,0,0,Crude,10,3,7,Tank Battery,Equipment Failure,Other,None,,SURVEYS BUT SURFACE HOLE ON ROBERT S. ARMSTEAD A-87,SOIL REMEDIATION PLAN IN PROGRESS.,KIES,EAGLEVILLE (EAGLE FORD-1)
2012,982,8,APACHE CORPORATION,12/28/2012,Producer,GLASSCOCK,40926,0,0,Gas Well Liquid,25,20,5,Flow Line,Company Human Error,Other,None,,"N31.8569, W101.48.0238",VACUUMED FREE FLUID AND REMEDIATED AREA.,DOLPHIN 12,SPRABERRY (TREND AREA)
2012,886,8,"SANDRIDGE EXPL. AND PROD., LLC",12/28/2012,Producer,ANDREWS,31020,0,0,Crude,20,18,2,Tank Battery,Corrosion - Rust,Other,None,,"SEC. 15, BLOCK A-47, SURVEY PSL",SOIL REMEDIATION PLAN IN PROGRESS.,LINDLEY-REMUDA,FUHRMAN-MASCHO
2012,892,1,"EOG RESOURCES, INC.",12/27/2012,Producer,LA SALLE,16015,0,0,Crude,25,25,0,Tank Battery,Equipment Failure,Other,None,,"SEC.29, POITEVENT, J SURVEY, ABSTRACT 622",NO SOIL WAS IMPACTED IN RELEASE.,MAK RANCH,EAGLEVILLE (EAGLE FORD-1)
2012,953,8A,LEGACY RESERVES OPERATING LP,12/27/2012,Producer,DAWSON,68172,0,0,Crude,220,20,200,Tank Battery,Equipment Failure,Other,None,,"SEC. 267, MOORE CSL",SOIL REMEDIATION PLAN IN PROGRESS,"HARRIS, E. W. ET AL 11",PATRICIA (FUSSELMAN)
2012,1043,6,"NAVIDAD RESOURCES, LLC",12/27/2012,Producer,HOUSTON,0,268382,0,Crude,80,60,20,Tank Battery,Human Error - Other,Other,None,,"6.2 MI. SE DIRECTION FROM MIDWAY ABS.74 ROBBINS, G SURVEY",FREE OIL REMOVED AND SOIL REMEDIATION PLAN IN PROGRESS,"DAVIS, J.H.P.",NO FIELD NAME
2012,824,1,"EOG RESOURCES, INC.",12/27/2012,Producer,LA SALLE,16015,0,0,Crude,25,25,0,Tank Battery,Equipment Failure,Other,None,,"SEC.29, PITEVENT, J. SURVEY, ABSTRACT 622",NO SOIL WAS IMPACTED IN THE RELEASE.,MAK RANCH,EAGLEVILLE (EAGLE FORD-1)
2012,842,8,"SANDRIDGE EXPL. AND PROD., LLC",12/27/2012,Producer,ANDREWS,25948,0,0,Crude,45,40,5,Tank Battery,Equipment Failure,Other,None,,"SEC.15, BLK. A42, SURVEY PSL/BURKETT, JC",SOIL REMEDIATION PLAN IN PROGRESS.,LOCKHART,FUHRMAN-MASCHO
2012,882,10,"CHESAPEAKE OPERATING, INC.",12/27/2012,Producer,WHEELER,0,257915,0,Gas Well Liquid,5,0,5,Tank Battery,Equipment Failure,Other,None,,"SEC.1, BLK. 3, BROOKS & BURLESON, A-106, 200 FSL & 1980FEL",SOIL REMEDIATION PLAN IN PROGRESS.,TA GREENHOUSE,WHEELER N.E. (GRANITE WASH)
2012,975,7C,APACHE CORPORATION,12/27/2012,Producer,REAGAN,17543,0,0,Crude,80,70,10,Tank Battery,Equipment Failure,Other,None,,WITHIN TANK BATTERY BERM,VACUUMED FREE FLUID AND SOIL BLENDED.,NEAL 38,SPRABERRY (TREND AREA)
2012,895,6E,"S N D ENERGY COMPANY, INC.",12/26/2012,Producer,LA SALLE,8032,0,0,Crude,45,45,0,Tank Battery,Equipment Failure,Other,None,,"32 DEG. 30'55.61""N 94 DEG.54'47.16""W",SOIL REMEDIATION COMPLETED.,"ISLEY, I.",EAST TEXAS
2012,896,2,CINCO NATURAL RESOURCES CORP.,12/26/2012,Producer,LIVE OAK,9944,0,0,Crude,23,20,3,Tank Battery,Equipment Failure,Other,None,,"JULIE BECK #4H, 5H, & 6H PAD",SOIL REMEDIATION PLAN IN PROGRESS.,JULIE BECK,EAGLEVILLE (EAGLE FORD-2)
2012,835,7C,COG OPERATING LLC,12/26/2012,Producer,UPTON,15949,0,0,Crude,67,0,67,Tank Battery,Other,Other,None,,"SEC.90, BLK. D, CCNG & RGNG RR CO., UPTON",HOT OILER CAUGHT ON FIRE. FIRE DEPT. CALLED.,FAYE,SPRABERRY (TREND AREA)
2012,946,7C,"PIONEER NATURAL RES. USA, INC.",12/26/2012,Producer,UPTON,4088,0,0,Crude,10,10,0,Flow Line,Equipment Failure,Other,None,,PEMBROCK TRACT 21 04088,TRANSFER REPAIRED. SOIL REMEDIATION PLAN IN PROGRESS,PEMBROOK UNIT,SPRABERRY (TREND AREA)
2012,840,8,"SANDRIDGE EXPL. AND PROD., LLC",12/26/2012,Producer,ANDREWS,13681,0,0,Crude,30,27,3,Tank Battery,Equipment Failure,Other,None,,"SEC.9, BLOCK A42, SURVEY PSL",SOIL REMEDIATION PLAN IN PROGRESS.,YEAGER-ARMSTRONG CARUTH,FUHRMAN (GLORIETA)
2012,980,4,"SUPERIOR CRUDE GATHERING, INC.",12/26/2012,Other,SAN PATRICIO,0,0,3603,Crude,250,225,25,Tank Battery,Equipment Failure,Other,None,,"1472 FM 2725, INGLESIDE, TX 78362",SOIL REMEDIATION PLAN IN PROGRESS,DE LA GARZA,NO FIELD NAME
2012,884,6,EXXON MOBIL CORPORATION,12/26/2012,Producer,WOOD,5743,0,0,Crude,47,0,47,Flow Line,Equipment Failure,Other,None,,"N32.62486, W95.2011082",SOIL REMEDIATION PLAN IN PROGRESS.,HAWKINS FIELD UNIT,HAWKINS
2012,830,7C,COG OPERATING LLC,12/25/2012,Producer,UPTON,17165,0,0,Crude,6,5,1,Tank Battery,Equipment Failure,Other,None,,"SEC.46, BLK. 41, CCSD & RGNG RR CO",VACUUMED FREE FLUID AND REMEDIATED AREA.,BLACKWELL,PEGASUS (CONSOLIDATED)
2012,894,6E,"BASA RESOURCES, INC.",12/25/2012,Producer,LA SALLE,8348,0,0,Crude,50,0,50,Tank Battery,Other,Other,None,,16-C LEWIS-R,TANK CAUGHT ON FIRE,"BEAN, NAT -A-",EAST TEXAS
2012,1026,6,SM ENERGY COMPANY,12/25/2012,Producer,PANOLA,0,246140,0,Crude,211,0,211,Tank Battery,Act of God,Other,None,,RICHARDSON A 2H W ENGLISH SURVEY A19,LIGHTNING STRIKE. LIQUIDS WERE CLEANED UP AND NO LIQUID ON GROUND ,RICHARDSON A,CARTHAGE (COTTON VALLEY)
2012,841,8,"SANDRIDGE EXPL. AND PROD., LLC",12/25/2012,Producer,ECTOR,39028,0,0,Crude,22,21,1,Stuffing Box,Equipment Failure,Other,None,,"SEC.8, BLOCK 44, SURVEY T-2-S",SOIL REMEDIATION PLAN IN PROGRESS.,PARKER MINERALS 8,GOLDSMITH (CLEAR FORK)
2012,826,8,OXY USA WTP LP,12/24/2012,Producer,LA SALLE,35328,0,0,Crude,10,0,10,Tank Battery,Equipment Failure,Other,None,,NORMAN A,REMEDIATION PLAN IN PROGRESS AND VACUUMED FREE FLUID.,NORMAN A,NORMAN(CANYON)
2012,977,1,ANADARKO E&P ONSHORE LLC,12/22/2012,Other,DIMMIT,0,0,0,Products,150,50,100,Tank Battery,Equipment Failure,Other,None,,28.372699,SOIL REMEDIATION PLAN IN PROGRESS,NEAL 38,NO FIELD NAME
2012,889,8,"LAREDO PETROLEUM - DALLAS, INC.",12/22/2012,Producer,GLASSCOCK,41976,0,0,Crude,15,0,15,Tank Battery,Equipment Failure,Other,None,,"SEC.37, BLK. 35 T5S, T&P SURVEY",SOIL BLENDING AND TREATMENT.,LANE TRUST -B-,SPRABERRY (TREND AREA)
2012,950,8A,"PLAINS MARKETING, L.P.",12/22/2012,Transporter,GARZA,0,0,0,Crude,25,0,25,Pipe Line,Corrosion - Rust,Other,None,,GPS. N33.08816 W-101.29092,SOIL REMDIATION PLAN IN PROGRESS,"MCCAMPBELL ""21""",NO FIELD NAME
2012,978,1,ANADARKO E&P ONSHORE LLC,12/22/2012,Other,DIMMIT,0,0,0,Products,10,0,10,Separator-Gun Barrel-Treater,Equipment Failure,Other,None,,28.4038556 -99.5334889,SOIL REMEDIATION PLAN IN PROGRESS,NEAL 38,NO FIELD NAME
2012,976,1,ANADARKO E&P ONSHORE LLC,12/22/2012,Other,DIMMIT,0,0,0,Gas Well Liquid,15,5,10,Tank Battery,Equipment Failure,Other,None,,28.3948 -99.406799,SOIL REMEDIATION PLAN IN PROGRESS,NEAL 38,NO FIELD NAME
2012,827,8,"SOUTHERN UNION GAS SERVICES, LTD",12/21/2012,Other,WINKLER,0,0,0,Gas Well Liquid,10,0,10,Other,Equipment Failure,Other,None,,4 MI. E OF KERMIT OFF HWY. 874 AND 1218,SOIL REMEDIATION PLAN IN PROGRESS.,NORMAN A,NO FIELD NAME
2012,887,8,KINDER MORGAN PRODUCTION CO LLC,12/21/2012,Producer,PECOS,24061,0,0,Crude,9,5,4,Tank Battery,Equipment Failure,Other,None,,"SEC.62, BLK. 1, I&GN RR CO. SURVEY",VACUUM FREE FLUID AND REMEDIATION PLANS IN PROGRESS.,YATES FIELD UNIT,YATES
2012,942,3,ANADARKO E&P ONSHORE LLC,12/21/2012,Producer,UPTON,23120,0,0,Crude,75,60,15,Valve,Corrosion - Rust,Other,None,,NAD27 30.72881 -96.6462,VACUUMED FREE FLUID. SOIL REMEDIATED,YOUNG-WILSON UNIT,GIDDINGS (AUSTIN CHALK-3)
2012,949,8,"PIONEER NATURAL RES. USA, INC.",12/21/2012,Producer,MARTIN,40658,0,0,Crude,5,3,2,Tank Battery,Equipment Failure,Other,None,,"SEC.21, BLK. 37 T2N N32.30405 W-102.00351",SOIL REMEDIATION PLAN IN PROGRESS,"MCCAMPBELL ""21""",SPRABERRY (TREND AREA)
2012,843,8,"PIONEER NATURAL RES. USA, INC.",12/20/2012,Producer,MARTIN,38840,0,0,Crude,28,25,3,Stuffing Box,Equipment Failure,Other,None,,N32.28384 W-101.90674,SOIL REMEDIATION PLAN IN PROGRESS.,"ROGERS ""42""",SPRABERRY (TREND AREA)
2012,995,8,ONE SOURCE INDUSTRIAL,12/20/2012,Transporter,REEVES,0,0,0,Crude,35,27,8,Tank Battery,Human Error - Other,Other,None,,"GPS31 48' 08.43""/103 49' 00.25"" 4.5 MILES E OF HWY 285 ON CR 440",VACUUMED FREE FLUID AND SOIL REMEDIATION PLAN IN PROGRESS,WASSON SOUTH CLEARFORK UNIT,NO FIELD NAME
2012,844,8,"PIONEER NATURAL RES. USA, INC.",12/20/2012,Producer,MARTIN,38840,0,0,Crude,28,25,3,Tank Battery,Equipment Failure,Other,None,,N32.28384 W -101.90674,SOIL REMEDIATION PLAN IN PROGRESS.,"ROGERS ""42""",SPRABERRY (TREND AREA)
