MasterYear,Form Number,District,OperatorNumber,DateofLoss,Type_Company_Cd,County,LeaseNumber,Gasident,CommNbr,TypeLiquid,GrossLoss,Recovered,Net Loss,Facility,CauseofLoss,Remedy,Water,WaterName,Location,Remarks,LeaseName,FieldNumber
2018,228,10,"TECOLOTE ENERGY OPERATING, LLC",5/14/2018,Producer,WHEELER,0,213370,0,Crude,33,0,33,Tank Battery,Other,Other,None,,"SEC 17, BLK RE, R&E SUR","LIGHTNING, STEAMED, ROCK REPLACED, NEW TANKS SET INDISE CONTINMENT",HOLMES 17,WEST PARK (GRANITE WASH)
2018,230,6,BUFFCO PRODUCTION INC.,5/10/2018,Producer,SMITH,11506,0,0,Crude,10,0,10,Tank Battery,Equipment Failure,Other,None,,"ARCHIBALD CUMMING, A-229","CLOSE VALVES, CURLEX EROSION CONTROL & FERTILIZER, REMEDIAL",SUNSHINE UNIT,SUNSHINE (RODESSA)
2018,225,9,"RIO PETROLEUM, INC.",5/7/2018,Producer,HARDEMAN,28161,0,0,Crude,100,90,10,Stuffing Box,Equipment Failure,Other,None,,"SEC 136, BLK H, W & NW RR SUR","VAC TRUCK UTILIZED TO CLEAN UP OIL, SALT WATER, BACKHOE, TILL DIRT",MS. BETTYE,RIO (CHAPPEL)
2018,213,4,"SN OPERATING, LLC",5/3/2018,Producer,WEBB,0,281845,0,Combined,300,299,1,Tank Battery,Equipment Failure,Other,None,,"SUR 2182, J. GALAN, ABS 65,","VAC TRUCK, TREATED WITH MICRO BLAZE, FURTHER REMEIDATION ON GOING ",WOOLEY 5,NO FIELD NAME
2018,220,8A,"CROSS TIMBERS ENERGY, LLC",4/30/2018,Producer,LUBBOCK,68955,0,0,Crude,10,5,5,Flow Line,Equipment Failure,Other,None,,SIDES #21,APPLIED ENVIRONMENTAL SERVICES ARE CURRENTLY REMEDIATING SOIL,SIDES UNIT,LEE HARRISON
2018,211,7C,"EP ENERGY E&P COMPANY, L.P.",4/25/2018,Producer,CROCKETT,17576,0,0,Crude,89,25,64,Tank Battery,Equipment Failure,Other,None,,"31 01 58, 101 08 42","CONTAMINED SOIL WILL BE REMOVED, REMEDIATED, HAULED FOR DISPOSAL",UNIVERSITY EAST,LIN (WOLFCAMP)
2018,227,10,"WINRIGHT RESOURCES OPERATING,LLC",4/22/2018,Producer,HEMPHILL,0,257868,0,Crude,12,10,2,Tank Battery,Equipment Failure,Other,None,,"SEC 78, BLK A2, H&GN",SPREAD 20 BAGS OF KENGRO BIOSORB AND FILLED IN,MAKE BELIEVE,SHREIKEY (GRANITE WASH)
2018,209,7C,ENDEAVOR ENERGY RESOURCES L.P.,4/22/2018,Producer,REAGAN,14139,0,0,Crude,20,0,20,Tank Battery,Equipment Failure,Other,None,,"31.421967, -101.564248",REMEDIATION IN PROGRESS,LINDLEY -BD-,SPRABERRY (TREND AREA)
2018,210,7C,"PIONEER NATURAL RES. USA, INC.",4/22/2018,Producer,UPTON,17399,0,0,Crude,75,70,5,Tank Battery,Equipment Failure,Other,None,,"32.299889, -101.867685","EXCAVATED, BLENDED, FRESH SOIL, BIOLOGICAL REMEDIATION","UNIVERSITY ""3-1""",SPRABERRY (TREND AREA)
2018,214,6,AMPLIFY ENERGY OPERATING LLC,4/21/2018,Producer,SHELBY,0,0,6724,Gas Well Liquid,33,20,13,Tank Battery,Other,Other,None,,W.M. MOODY SUR A-501,"LIGHTNING, VAC TRUCK, REMEDIATION",WOOLEY 5,NO FIELD NAME
2018,208,7C,COG OPERATING LLC,4/17/2018,Producer,UPTON,17409,0,0,Crude,28,25,3,Tank Battery,Equipment Failure,Other,None,,"SEC 70, BLK C, CCSD&RGNG RR CO","VAC TRUCK, REMEDIATE & REPLACE ALL SONTAMINATED SOIL",DOROTHYP1,SPRABERRY (TREND AREA)
2018,207,7C,ENDEAVOR ENERGY RESOURCES L.P.,4/15/2018,Producer,REAGAN,7942,0,0,Crude,68,0,68,Tank Battery,Equipment Failure,Other,None,,"31.313183, -101.639426",REMEDIATION IN PROGRESS,"UNIVERSITY ""22-58""",SPRABERRY (TREND AREA)
2018,218,8A,RELENTLESS PERMIAN OPERATING LLC,4/13/2018,Producer,KING,70201,0,0,Crude,135,70,65,Tank Battery,Corrosion - Rust,Other,None,,"SEC 102, BLK A, J.B. RECTOR SUR","VAC TRUCK, MIXED WITH FRESH SOIL",BATEMAN RANCH STATE,BATEMAN RANCH
2018,164,2,"DEVON ENERGY PRODUCTION CO, L.P.",4/11/2018,Producer,DE WITT,10742,0,0,Crude,695,695,0,Tank Battery,Equipment Failure,Other,None,,"SURVEY ROSS, J; A-413",FLOOD CONTAINMENT AREA WITH FRESH WATER AND RECOVER LIQUIDS,WAGNER B,EAGLEVILLE (EAGLE FORD-2)
2018,224,8A,OCCIDENTAL PERMIAN LTD.,4/11/2018,Producer,SCURRY,8325,0,0,Combined,215,210,5,Tank Battery,Equipment Failure,Other,None,,"SEC 651, BLK 97, H&TC RR CO","VAC TRUCK, REMEDIATION WILL BE ON SITE",COGDELL CANYON REEF UNIT,COGDELL (AREA)
2018,219,10,PHILLIPS 66 PIPELINE LLC,4/9/2018,Transporter,KING,0,0,0,Crude,22,15,7,Tank Battery,Equipment Failure,Other,None,,"MIDLAND CSL, SUR 64, A-173","VAC TRUCK, DELINEATED, ENHANCED BIOREMEDIATION TREATMENT",BATEMAN RANCH STATE,NO FIELD NAME
